RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,814601.6197239758,3868244.638590151,497851.7287239759,2355043.991155698,1015348.9187104771,424804.44706669915,1993731.6931138083,0.0,1874456.6823135023,759961.8533200445,6390.165683057078,10413648.235075017,8161237.46108416,2539.17,1021.1399999999999,10.0,4.0,0.41225217030061545,0.7837058902753852
760,中山市,1892098.2521316912,21256763.461356647,2019335.9714365825,13475849.006890535,5761578.48302953,729413.2180053414,8496298.215059914,0.0,8307527.406982821,3368124.739444799,28320.994050199715,46152930.038793445,38790002.30140473,16071.265,2267.155,38.0,10.0,0.47637661706161877,0.8404667324219747
851,贵阳市,546319.6094262514,1273374.3439990329,263415.3090291277,596333.4364271795,413625.59854272555,245232.4462432694,737060.4558241128,0.0,750712.9603156457,304361.9081816886,2559.237693833725,4170627.5573091432,3006380.2063820604,16323.43,928.1600000000001,26.0,3.0,0.3641194926602594,0.7208460034062005
595,泉州市,658610.5822865465,2960368.239780882,234239.61430971944,1904330.9332651882,821797.6922059743,325386.0075105972,1123825.867740832,0.0,1248700.792527683,506261.3489474235,4256.91616568497,6937226.625153795,5658280.907559994,1542.4599999999998,1465.42,9.0,6.0,0.47364089784491303,0.8156401993620257
572,湖州市,3588893.9432045682,27700629.01240617,2687344.1792445574,17984581.529389653,7028703.303771957,1212317.9312680142,10398782.032094805,0.0,11554252.07545933,4684445.847079037,39389.325879146985,64190289.30810742,50865981.05122832,9769.529999999999,3832.7000000000003,36.0,17.0,0.45042555899529796,0.7924248605124109
22,天津市,2190260.5716512967,11078190.420896143,706637.9833036715,7734158.183400995,2637394.254191476,281618.2945551409,3147638.526975432,0.0,3663933.6595875635,1485470.3449029394,12490.629075299334,20355186.99770869,18171380.90201428,9027.87,232.43,15.0,3.0,0.5580793100417115,0.8927150069444102
311,石家庄市,611885.4030569383,1946683.4211843319,247795.40550445928,1100451.8532142825,598436.16246559,543429.9669649497,945672.3258817515,0.0,1100787.3477352597,446292.7315362896,3752.6679598482197,6115485.265195889,4536573.061766293,9230.36,5630.62,20.0,7.0,0.4071816511963289,0.7418173480990276
371,郑州市,1239850.672581357,8505243.68907877,1220000.6850621211,5297590.772228794,1987652.2317878543,495170.5656080237,1996587.785006013,0.0,2440284.4810379012,989365.6835797365,8319.115770858387,13557136.005766122,13437286.52073071,100455.66,3243.6499999999996,72.0,5.0,0.6638875829569563,0.9911596752452407
24,沈阳市/铁岭市/抚顺市,844735.9274103134,3246788.6361667295,406329.0797306436,2097672.9875711403,742786.5688649457,243723.67789870407,886633.5373677608,0.0,1204075.4274505428,488168.8662194427,4104.784895221114,6689307.930280799,5581221.2788837375,20534.206666666647,1334.6166666999998,38.0,3.0,0.5218046994465257,0.8343495825059818
711,鄂州市,1978491.9810622688,8465178.867232196,1979231.3260244147,4314024.688231174,2171922.852976607,421341.6283220802,2121965.5358069637,0.0,3458032.8199369535,1401991.8707522836,11788.6974211498,19211293.44409418,14466518.851298193,38884.06333333333,2426.93,60.0,5.0,0.4625675268255358,0.7530215960417491
