RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,814601.6197239759,3868244.638590151,497851.7287239759,2355043.991155698,1015348.9187104771,424804.44706669915,2074278.4535156062,0.0,1874456.6823135023,759961.8533200445,6648.328376652585,10413648.235075017,8241784.221485958,2539.17,1021.1399999999999,10.0,4.0,0.41225217030061545,0.791440620562366
760,中山市,1815145.6148252003,20603430.752069987,1834478.861224878,13206372.120321304,5562579.770523807,560615.3049786756,8480039.540498389,0.0,7969655.870585045,3231141.323712816,28266.798468327965,44275865.94769469,37613741.4681321,10712.09,1616.9099999999999,32.0,9.0,0.47800411361916256,0.8495314696400768
851,贵阳市,509682.4346319119,1088898.5857644763,216000.4300066636,516612.00453699817,356286.15122081456,245232.4462432694,715412.1841181198,0.0,700368.8000971517,283950.85165288846,2484.070083743471,3890937.7783175097,2749912.016223017,10495.27,928.1600000000001,20.0,3.0,0.3428816156974478,0.7067478774775251
771,南宁市/崇左市,268213.93566937523,710558.7471488442,105022.26886179623,349198.3184594139,256338.15982763405,196091.9779840365,426289.4555368433,0.0,417325.6216434702,169196.52284024758,1480.1717206140393,2318475.675797057,1750265.8023131941,8429.374999999998,675.755,12.0,2.0,0.39105466345735457,0.7549209252374318
595,泉州市,643256.9404956471,2960368.239780882,234239.61430971944,1904330.9332651882,821797.6922059743,177443.9778494172,1141971.180922587,0.0,1219590.867500483,494459.29836795945,4325.648412585557,6775504.819447128,5499374.266053369,1542.4599999999998,697.79,9.0,5.0,0.4631112073928597,0.8116552806912638
572,湖州市,3588893.9432045682,27700629.01240617,2687344.1792445574,17984581.529389653,7028703.303771957,1212317.9312680142,10818892.826191436,0.0,11554252.07545933,4684445.847079037,40980.65464466453,64190289.30810742,51286091.845324956,9769.529999999999,3832.7000000000003,36.0,17.0,0.45042555899529796,0.7989696322937023
22,天津市,2185164.7018165765,10954959.069106564,687674.232290141,7646953.839425423,2620330.997390999,281618.2945551409,3267183.9521814636,0.0,3655409.1354948743,1482014.243095265,12965.015683259775,20307828.530527085,18159170.451338045,6088.84,232.43,14.0,3.0,0.5533125979850915,0.8941955770426593
311,石家庄市,585198.246218512,1946683.4211843319,247795.40550445928,1100451.8532142825,598436.16246559,288626.7973235329,940966.03302789,0.0,1052776.9123694198,426827.8381708725,3733.992194555119,5848760.6242745565,4229053.1639051745,9230.36,1840.5799999999997,20.0,5.0,0.38218528028493537,0.723068259342503
29,西安市/咸阳市,869566.4450093476,5260168.629557967,602325.4463594056,3565200.0267389766,1092643.156459585,433749.69367214997,884402.1776708873,0.0,1038966.4124754107,421228.6407107462,3685.009073628697,5772035.624863392,7617286.913376416,77238.64000000003,4859.165,49.0,5.0,0.9864662474887058,1.319688132305437
371,郑州市,767077.8701594796,3164390.7781287283,348042.62456057064,1866634.0754661332,949714.0781020245,153607.3272550796,1285164.8093572536,0.0,1509769.0904990446,612106.3916424366,5354.85337232189,8387606.058328022,6112932.005240106,7708.359999999999,176.28,29.0,2.0,0.39558344565901254,0.7288053304757439
24,沈阳市/铁岭市/抚顺市,844735.9274103134,3246788.6361667295,406329.0797306436,2097672.9875711403,742786.5688649457,243723.67789870407,922453.5322774184,0.0,1204075.4274505428,488168.8662194427,4270.618204988048,6689307.930280799,5617041.273793395,20534.206666666647,1334.6166666999998,38.0,3.0,0.5218046994465257,0.8397043957815837
711,鄂州市,1948788.528651724,8325629.531056945,1924362.7218231857,4266985.702230429,2134281.1070033303,421341.6283220802,2174548.4561821236,0.0,3406116.757458928,1380943.51715193,12080.824756567354,18922870.874771822,14327636.373020075,32847.56333333334,2426.93,55.0,5.0,0.4622433465442383,0.7571597601567865
