trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,reverse_cost,reverse_storage_cost,reverse_in_bound_cost,reverse_out_bound_cost,total_cost,Trunk_cost,Transit_cost,Dist_cost,rdc_area,reverse_area,rdc_weight,reverse_weight,rdc_shipping_distance,reverse_shipping_distance
14413366.409068989,159148118.38062185,28995603.18020308,0.0,31404264.676302746,5554507.592818819,4778451.846579143,0.0,5245043.7598045785,249539355.8453992,79108834.93230009,56860037.38177465,23179246.066547137,95977.94401079448,16151.516919393775,169302321.92738855,28490809.480095953,224749.79833150003,28002.863333799996
