RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Reverse_Cost,Storage_Cost,Reverse_Storage_Cost,Inbound_Handling_Cost,Reverse_Inbound_Handling_Cost,Outbound_Handling_Cost,Reverse_Outbound_Handling_Cost,Total_Cost,Area,Reverse_Area,Weight,Reverse_Weight,Shipping_Distance,Reverse_Shipping_Distance,Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
572,湖州市,4914170.886536075,42449082.99492749,1085838.2305776975,7521307.748783449,1532787.1889208434,0.0,0.0,9045933.883254865,1843494.7792583965,68392615.71225882,28489.802078725184,5806.012079245618,50255188.240304805,10241637.662546648,6516.6,3245.62,25,15,0.7196232294139785,1.1305157699031478
22,天津市,3320527.20437002,30525674.048963364,1209365.4785287003,5617421.111352546,1031535.279368679,0.0,0.0,5716712.677291426,1049768.3352815988,48471004.135156326,18004.554844078673,3306.202818489356,31759514.873841256,5832046.3071199935,25173.200000000008,5005.61,50,12,0.8442064796065107,1.2894118417115679
27,武汉市,1223936.221356169,18787084.40066618,888294.294848644,3426461.203084437,572246.1223172299,0.0,0.0,3626507.1750926324,605655.381894959,29130184.799260247,11421.537343614791,1907.487074390766,20147262.08384796,3364752.1216386613,31061.93999999999,4031.56,71,9,0.8368223378719931,1.2389489281808366
24,沈阳市/铁岭市/抚顺市,844735.9274103108,5906462.383412046,243723.67789870384,666920.7640513782,137100.65180102797,0.0,0.0,980357.4756959043,201534.65922911974,8980835.539498491,3087.596129867492,634.7252398195739,5446430.420532802,1119636.995717332,19744.8333335,1334.6166667,36,3,0.9366620339733136,1.3677647471715155
28,成都市/资阳市/眉山市,2379691.127114516,20436602.471703123,980234.3163493475,2275105.107802273,313966.64890272665,0.0,0.0,2736286.1712397872,377610.0702674393,29499495.913379207,8617.822378038913,1189.2676094800252,15201589.84022104,2097833.7237079963,123558.69499800002,8797.7266671,100,8,1.2380086948508873,1.7052299924541126
769,东莞市,1730305.0422818994,41043212.080949664,1147051.594615726,9488387.245128997,1190815.9552686359,0.0,0.0,9298467.293728134,1166980.533873065,65065219.74584612,26356.631236469435,3307.8220979684334,46492336.46864067,5834902.669365324,18694.52999999999,5587.7300000000005,42,16,0.8062772729953188,1.2434292505714937
