RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,146995.1163655946,0.0,0.0,0.0,0.0,429295.2283761221,720229.5404928183,0.0,328167.651516,133049.16512553187,2308.428014400059,1823153.6195333335,1477692.4203849402,0.0,1021.1399999999999,0.0,4.0,0.2354684892027954,0.810514486850088
22,天津市,2046798.5163945728,17779564.12897259,692239.416280376,14630440.616015887,2456884.0966763278,385003.3438287768,6091670.418163011,0.0,3436491.630605662,1393258.4162417632,24173.295310170677,19091620.170031454,27692729.521570034,1429.9299999999998,232.43,8.0,3.0,0.9514419054551847,1.4505175189395363
760,中山市,1775059.6433684968,31197371.202762797,1578427.8640183376,24571984.348903276,5046958.989841185,725698.8423210792,15527671.539019322,0.0,7358080.146149619,2983189.8904399676,51758.905130064406,40878223.03416454,54808821.73025282,4865.43,1260.1999999999998,18.0,9.0,0.7809309621507698,1.3407828829654749
851,贵阳市,137119.31850590697,0.0,0.0,0.0,0.0,249335.50615905857,400675.2182881541,0.0,197778.65876759996,80185.49453949959,1391.2333968338683,1098770.3264866667,847789.3832148126,0.0,928.1600000000001,0.0,3.0,0.22692231501765459,0.7715801589997711
595,泉州市,457283.2387290807,3895568.3859032006,155680.12312754558,3203415.011968771,536473.2508068839,237917.7393094488,1685227.3825013142,0.0,907473.6287415767,367917.45962693373,6383.437054929221,5041520.159675425,6726187.13645554,717.0999999999999,1028.83,5.0,6.0,0.8198888419160393,1.3341585322329792
572,湖州市,2649602.5796396397,32151545.471352052,1649553.8490987632,25697544.59801655,4804447.024236738,1462400.4139749487,15645752.121044355,0.0,8425039.611332249,3415767.7676607887,59264.21257971346,46805775.6185125,57684737.61770361,2017.68,3476.1600000000003,10.0,16.0,0.7181580785947302,1.2324277689116703
311,石家庄市,605157.4755895586,3338935.3762211828,303123.55112589296,2377212.580091818,658599.2450034723,305038.6970799977,1990232.6113189482,0.0,1122749.1381286012,455196.7105329931,7897.748457614873,6237495.211825562,6756955.82274873,8899.76,1840.5799999999997,19.0,5.0,0.5842047087094562,1.083280322193808
29,西安市/咸阳市,145078.00355198613,936.1837356102931,172.9407310952557,512.2437305727699,250.99927394226745,441799.99992960924,303874.42107112857,0.0,179995.78518481762,72975.77574853365,1266.1434211297023,999976.5843600979,926606.3899211658,1437.9,4859.165,1.0,5.0,0.4427465508590223,0.9266280875107861
371,郑州市,467533.04671916727,2518567.7028827956,161393.19759805774,1815936.9873527344,541237.5179320035,183356.23260139048,1593377.59551666,0.0,943815.0483017644,382651.3784322244,6639.07331465275,5243416.935009802,5239116.579302611,1840.48,176.28,10.0,2.0,0.5152983195831128,0.9991798562348766
24,沈阳市/铁岭市/抚顺市,879235.9687761168,5342446.95115123,415544.07057592255,4184116.3117103623,742786.5688649457,252087.5932283983,1829481.4556915034,0.0,1204075.4274505428,488168.8662194427,8469.821554127331,6689307.930280799,8628091.427521674,21926.139999999996,1334.6166666999998,38.0,3.0,0.8363398131299339,1.289833196116521
711,鄂州市,5883113.48903776,52991982.87655733,8304554.98229704,36484903.36933381,8202524.524926477,554418.3211097162,14141756.410245918,0.0,11168896.853211703,4528211.098285373,78565.3133902551,62049426.96228725,78857054.46112466,260329.41000000006,2901.7899999999995,210.0,6.0,0.8629636697565601,1.2708748222453827
771,南宁市/崇左市,200421.8256204091,758703.2626134949,53806.285933418076,515813.12769491464,189083.84898516216,74078.26625130614,668944.7058440086,0.0,330200.0739570728,133873.1711106371,2322.724673069474,1834444.855317071,1831926.3086658823,1980.19,25.0,5.0,1.0,0.45396923567967407,0.9986270796617904
