RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,95703.16522346088,0.0,0.0,0.0,0.0,289544.40601542074,492360.97659344727,0.0,213658.002732,86623.46442301679,1578.0800531841257,1186988.9040666667,995563.385340868,0.0,648.8,0.0,3.0,0.24393185565882813,0.8387301531884856
22,天津市,2115001.266302812,17779564.12897259,692239.416280376,14630440.616015887,2456884.0966763278,558183.1950697947,6609387.818279019,0.0,3551001.2793896617,1439684.1169442781,26227.729437615155,19727784.88549812,28498136.421711065,1429.9299999999998,777.25,8.0,4.0,0.929539095771591,1.4445684899301605
760,中山市,1690307.0056393864,29912546.303616457,1481966.2948657733,23645614.31982827,4784965.688922418,725698.8423210792,15525595.821984513,0.0,7006758.59853956,2840753.430343445,51751.98607328171,38926436.65855311,53170599.56646161,4105.36,1260.1999999999998,15.0,9.0,0.7870806520176449,1.3659251688730851
851,贵阳市,137119.31850590697,0.0,0.0,0.0,0.0,249335.50615905857,420708.97920256184,0.0,197778.65876759996,80185.49453949959,1460.7950666755619,1098770.3264866667,867823.1441292204,0.0,928.1600000000001,0.0,3.0,0.22692231501765459,0.7898130511988769
551,合肥市,73816.31976538035,0.0,0.0,0.0,0.0,185598.13834616006,331582.7254551247,0.0,170050.574676,68943.68437973727,1255.9951721785026,944725.4148666667,687231.4384772847,0.0,476.78,0.0,3.0,0.19645723024436085,0.727440405077148
595,泉州市,432998.3382948181,3642862.8840731494,136826.88802092837,3009276.207812401,496759.7882398198,237917.7393094488,1675516.6693077164,0.0,859280.5071612672,348378.49970375915,6346.654050408018,4773780.595340373,6415577.799851581,390.42999999999995,1028.83,4.0,6.0,0.812936528161889,1.343919702994676
572,湖州市,2617732.748382595,32151545.471352052,1649553.8490987632,25697544.59801655,4804447.024236738,1303859.4792667842,16230440.714320175,0.0,8323701.926650649,3374682.382552428,61478.94209969763,46242788.481392495,58009547.59158966,2017.68,2852.16,10.0,14.0,0.7234729143568162,1.2544560891896033
311,石家庄市,526320.2655935861,2668105.740312478,255456.55242703695,1860175.876866182,552473.311019259,305038.6970799977,1817501.7062129194,0.0,976482.4007158163,395895.7184684002,7212.308357987776,5424902.226198981,5767128.544321211,7488.080000000001,1840.5799999999997,16.0,5.0,0.548054935079566,1.0630843292381356
29,西安市/咸阳市,144945.51708276934,0.0,0.0,0.0,0.0,441799.99992960924,318776.7663781577,0.0,179831.41149983995,72909.13364821128,1328.236526575657,999063.3972213331,940408.1778076069,0.0,4859.165,0.0,5.0,0.44221417895838755,0.9412897924427395
371,郑州市,385413.2595149703,1902739.1514365508,118540.73214581539,1356668.7182705682,427529.70102016715,183356.23260139048,1379184.423191869,0.0,778038.7647416095,315440.6219076232,5746.6017632994535,4322437.581897831,4243318.571971419,933.1,176.28,5.0,2.0,0.4826201291545337,0.9816957426388855
24,沈阳市/铁岭市/抚顺市,884067.0543465666,5366158.41655126,420808.8107573934,4193607.818531027,751741.7872628403,252087.5932283983,1931510.4885376138,0.0,1210691.3890693407,490851.1786466951,8942.178187674137,6726063.272607454,8760447.887386613,23313.529999999995,1334.6166666999998,39.0,3.0,0.8352948496129246,1.3024629017488414
711,鄂州市,6232559.405397016,56308808.32057154,8911022.798436781,38650314.79977211,8747470.722362641,458636.0461262405,15730837.75149546,0.0,11832308.395903345,4797178.351706013,87393.54306386368,65735046.64390748,84330590.5140966,276923.63,2426.93,225.0,5.0,0.8635795860039777,1.282886296117242
771,南宁市/崇左市,184022.48612170812,636174.1590474317,40963.97253479596,438236.23970570957,156973.9468069262,74078.26625130614,644919.3386978876,0.0,303181.7435005178,122919.11670056952,2239.3032593676658,1684343.019447321,1658353.507497143,286.5,25.0,2.0,1.0,0.42167920494709626,0.9845699411283184
