RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,95703.16522346088,0.0,0.0,0.0,0.0,289544.40601542074,516979.0254231196,0.0,213658.002732,86623.46442301679,1656.984055843332,1186988.9040666667,1020181.4341705404,0.0,648.8,0.0,3.0,0.24393185565882813,0.8594700680649685
22,天津市,2082944.3820574079,17564621.96609921,673311.1256763539,14469573.94481084,2421736.8956120177,558183.1950697947,6834670.416740768,0.0,3497179.0719128456,1417862.954081569,27121.708002939555,19428772.621738035,28454654.64982262,863.16,777.25,6.0,4.0,0.9327817826686674,1.4645626465351653
760,中山市,1135232.5850063327,19947337.560573168,907282.182418725,16113696.456931552,2926358.9212228926,725698.8423210792,10948555.69488241,0.0,4705831.92863628,1907887.6496015696,36495.18564960803,26143510.714646015,36327424.026412934,3181.8999999999996,1260.1999999999998,12.0,9.0,0.79075211544993,1.3895388581481418
851,贵阳市,82910.27012023692,0.0,0.0,0.0,0.0,152855.15528575855,267104.2290915446,0.0,119588.41541159998,48484.787442320194,927.4452399011965,664380.08562,539547.7997889031,0.0,547.85,0.0,2.0,0.2300718498254113,0.8121071228156946
28,成都市/资阳市/眉山市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,合肥市,73816.31976538035,0.0,0.0,0.0,0.0,185598.13834616006,348161.86172788084,0.0,170050.574676,68943.68437973727,1318.7949307874276,944725.4148666667,703810.5747500409,0.0,476.78,0.0,3.0,0.19645723024436085,0.7449895638187873
595,泉州市,379987.5237761296,3167862.9898104006,112512.61595226298,2634724.6007940336,420625.77306410414,237917.7393094488,1543907.0837068406,0.0,754081.120567696,305727.46297502087,5848.132892828943,4189339.558709422,5703768.933394386,98.41,1028.83,2.0,6.0,0.8129636381561399,1.3614959717305664
572,湖州市,2097400.8198476895,26109479.386213776,1265733.696862308,21345048.720167086,3498696.9691843824,1303859.4792667842,13654498.025371201,0.0,6669183.191413119,2703890.074441061,51721.583429436374,37051017.73007289,47737020.08226488,1393.9199999999998,2852.16,7.0,14.0,0.7398808600938971,1.288413193668323
311,石家庄市,500421.3302106524,2508514.3262540456,241516.9227005777,1747504.4069845614,519492.9965689065,305038.6970799977,1814470.2284650109,0.0,928432.0856283118,376414.6566486932,7200.2786843849635,5157956.0312684,5556455.3374273665,6948.43,1840.5799999999997,14.0,5.0,0.5454782875770576,1.0772591514435557
29,西安市/咸阳市,144945.51708276934,0.0,0.0,0.0,0.0,441799.99992960924,334715.60469706554,0.0,179831.41149983995,72909.13364821128,1394.64835290444,999063.3972213331,956347.0161265148,0.0,4859.165,0.0,5.0,0.44221417895838755,0.9572435731169571
371,郑州市,94117.84091223318,47137.89990484343,5083.722642084119,23384.107938907302,18670.069323852007,183356.23260139048,353636.3884020406,0.0,189996.91078520584,77030.53679917415,1473.4849516751692,1055538.3932511436,774127.4316934804,454.20000000000005,176.28,2.0,2.0,0.21836641279934246,0.7333958069579121
24,沈阳市/铁岭市/抚顺市,905185.3808911506,5480034.627968175,434760.0888878079,4275223.955391547,770050.5836888205,252087.5932283983,2076532.3185605602,0.0,1239612.0189846586,502576.483220019,9613.575548891484,6886733.438803665,9048266.558741791,23788.469999999998,1334.6166666999998,40.0,3.0,0.8323426878843061,1.3138691426270186
711,鄂州市,8878035.495592313,78236678.50155091,12783603.211447682,52857820.84911651,12595254.440986725,632718.7061962347,23528357.00255921,0.0,16854657.469074413,6833391.695914383,130713.0944586623,93636985.93930228,119252411.67938077,291085.6,3393.62,240.0,6.0,0.8422889354733413,1.2735609810922686
771,南宁市/崇左市,48959.15157847793,25519.57967288181,2258.0100938174837,14902.152683627564,8359.416895436763,74078.26625130614,180159.71602641436,0.0,80661.45202522648,32702.610388904468,625.5545695361609,448119.17791792494,360419.01397582877,286.5,25.0,1.0,1.0,0.2222574949524471,0.8042927679427305
