RDC,Trans_cost,Trunk_cost,Transit_cost,Dist_cost,Rdc_cus_cost,Reverse_shipping_cost,Storage_cost,Handling_cost,Total_Cost,Total_Area,RDC_Shipping_Distance,RDC_Reverse_Distance
3,12804562.07,62522438.04,113481879.2,23179246.07,199183563.3,8232458.414,42032355.79,36583615.38,298836555,161436.0738,411404.85,45202.97
