RDC,Trans_cost,Trunk_cost,Transit_cost,Dist_cost,Rdc_cus_cost,Reverse_shipping_cost,Storage_cost,Handling_cost,Total_Cost,Total_Area,RDC_Shipping_Distance,RDC_Reverse_Distance
6,10610811.549051333,34087373.07525872,44929095.72333118,18575302.754971974,97591771.55356187,0.0,18479978.4961929,24527363.999043193,151209925.59784928,71429.7209713413,231645.8033321,88955.40500000001
