trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,reverse_cost,reverse_storage_cost,reverse_in_bound_cost,reverse_out_bound_cost,total_cost,rdc_area,reverse_area,rdc_weight,reverse_weight,rdc_shipping_distance,reverse_shipping_distance
11334815.69196112,114980318.13880327,23539784.66426905,0.0,27730822.96933546,0.0,0.0,0.0,0.0,177585741.4643689,78454.29741278643,0.0,149663588.8134526,0.0,237605.33999999997,28002.8633338
