trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,reverse_cost,reverse_storage_cost,reverse_in_bound_cost,reverse_out_bound_cost,total_cost,Trunk_cost,Transit_cost,Dist_cost,rdc_area,reverse_area,rdc_weight,reverse_weight,rdc_shipping_distance,reverse_shipping_distance
14413366.40906899,90821193.87133466,28995603.18020308,0.0,31404264.676302746,5554507.59281882,4778451.846579143,0.0,5245043.7598045785,181212431.33611202,10781910.423012882,56860037.38177464,23179246.066547137,95977.9440107945,16151.516919393773,169302321.92738855,28490809.480095953,224599.79833333316,28002.8633338
