RDC,Trans_cost,Trunk_cost,Transit_cost,Dist_cost,Rdc_cus_cost,Reverse_shipping_cost,Storage_cost,Handling_cost,Total_Cost,Total_Area,RDC_Shipping_Distance,RDC_Reverse_Distance
6,14596997.279103199,11774719.425356455,113481879.1948187,23179246.066547137,148435844.68672228,6162815.800906885,53231293.51948927,36529033.15505765,258955984.4412793,186882.4348836472,263905.4900000001,27786.7233338
