,RDC,City_name,shipping_cost,storage_cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Quantity,Total_Cost,Price_avg,shipment_avg,CUSTOMER_NUM
0,531,济南市,15893457,2303918.648,620250.5497,620250.5497,165431024.1,7384.354642,2307160501,18197375.65,0.007887347,0.006888752,51
1,572,湖州市,31677746.53,6669713.593,2122061.03,2122061.03,565988582.4,25264.06664,7893480132,38347460.13,0.004858118,0.004013153,75
2,760,中山市,37081314.06,6339259.469,1419913.447,1419913.447,473392840.4,21130.8649,6602106645,43420573.53,0.006576776,0.005616588,99
3,311,石家庄市,15814486.87,2384761.156,794875.2237,794875.2237,212006297,9463.337922,2956715993,18199248.03,0.006155224,0.005348666,99
