,CDC_Name,CDC_LAT,CDC_LGT,RDC_Name,RDC_LAT,RDC_LGT,SKU1,SKU2,SKU3,SKU4,SKU5
0,575,29.997117,120.582112,7311,28.25591,112.98626,1997.4693340036715,0.0,0.0,0.0,0.0
0,575,29.997117,120.582112,571,30.287459,120.153576,11055.158370767875,0.0,0.0,0.0,0.0
0,575,29.997117,120.582112,760,22.521113,113.382391,5980.15946306408,0.0,0.0,0.0,0.0
0,575,29.997117,120.582112,595,24.908853,118.589421,3052.9166955380133,0.0,0.0,0.0,0.0
0,746,26.434516,111.608019,760,22.521113,113.382391,0.0,0.0,0.0,3971939.738583776,0.0
0,746,26.434516,111.608019,595,24.908853,118.589421,0.0,0.0,0.0,1067577.748811874,0.0
0,519,31.772752,119.946973,371,34.757975,113.665412,0.0,0.0,265.182478774468,0.0,0.0
0,519,31.772752,119.946973,551,31.86119,117.283042,0.0,0.0,555.5827977515298,0.0,0.0
0,519,31.772752,119.946973,29,34.263161,108.948024,0.0,0.0,232.05558246311494,0.0,0.0
0,519,31.772752,119.946973,711,30.396536,114.890593,0.0,0.0,65.71418920366727,0.0,0.0
0,756,22.224979,113.553986,760,22.521113,113.382391,0.0,0.0,0.0,0.0,9253305.26212745
0,752,23.079404,114.412599,760,22.521113,113.382391,0.0,0.0,0.0,5039517.487394499,0.0
0,312,38.867657,115.482331,311,38.045474,114.502461,0.0,0.0,0.0,5039517.48739502,0.0
0,716,30.326857,112.23813,760,22.521113,113.382391,7361.90128779113,0.0,0.0,0.0,0.0
0,754,23.37102,116.708463,551,31.86119,117.283042,0.0,0.0,0.0,5038144.713389115,0.0
0,754,23.37102,116.708463,572,30.867198,120.102398,0.0,0.0,0.0,1372.7740059043686,0.0
0,755,22.547,114.085947,551,31.86119,117.283042,0.0,0.0,0.0,0.0,4596169.994215202
0,755,22.547,114.085947,851,26.578343,106.713478,0.0,0.0,238.77770226981482,0.0,0.0
0,755,22.547,114.085947,571,30.287459,120.153576,0.0,0.0,0.0,0.0,8105665.211203477
0,755,22.547,114.085947,760,22.521113,113.382391,0.0,0.0,658.1882626977724,0.0,3159026.096458369
0,755,22.547,114.085947,28,30.659462,104.065735,0.0,0.0,221.56908322519286,0.0,0.0
0,755,22.547,114.085947,711,30.396536,114.890593,0.0,0.0,0.0,0.0,2645749.2223778525
0,769,23.046237,113.746262,7311,28.25591,112.98626,0.0,46490.443441502255,0.0,0.0,0.0
0,769,23.046237,113.746262,851,26.578343,106.713478,0.0,62704.82150164111,0.0,0.0,0.0
0,769,23.046237,113.746262,760,22.521113,113.382391,0.0,466580.9119031831,0.0,0.0,0.0
0,769,23.046237,113.746262,311,38.045474,114.502461,0.0,99706.73234617985,0.0,0.0,0.0
0,769,23.046237,113.746262,28,30.659462,104.065735,0.0,86037.56741566966,0.0,0.0,0.0
0,769,23.046237,113.746262,29,34.263161,108.948024,0.0,60939.5422541028,0.0,0.0,0.0
0,592,24.490474,118.11022,531,36.675807,117.000923,0.0,121650.78968150364,0.0,0.0,0.0
0,592,24.490474,118.11022,24,41.796767,123.429096,0.0,79274.59816545698,0.0,0.0,0.0
0,592,24.490474,118.11022,22,39.125596,117.190182,0.0,5083.82906398114,0.0,0.0,0.0
0,592,24.490474,118.11022,571,30.287459,120.153576,0.0,103128.9368853747,0.0,0.0,0.0
0,592,24.490474,118.11022,311,38.045474,114.502461,0.0,31036.221112994575,0.0,0.0,0.0
0,592,24.490474,118.11022,595,24.908853,118.589421,0.0,71055.63452182937,0.0,0.0,0.0
0,512,31.299379,120.619585,531,36.675807,117.000923,0.0,0.0,24.307058488235327,0.0,0.0
0,512,31.299379,120.619585,572,30.867198,120.102398,0.0,0.0,114.41911376095108,0.0,0.0
0,512,31.299379,120.619585,571,30.287459,120.153576,0.0,0.0,979.8088759435938,0.0,0.0
0,559,29.709239,118.317325,551,31.86119,117.283042,0.0,0.0,0.0,15865.837504311974,0.0
0,559,29.709239,118.317325,571,30.287459,120.153576,0.0,0.0,0.0,11232.336599475195,0.0
0,559,29.709239,118.317325,595,24.908853,118.589421,0.0,0.0,0.0,1718881.2510733264,0.0
0,559,29.709239,118.317325,711,30.396536,114.890593,0.0,0.0,0.0,3293538.0622177985,0.0
0,591,26.075302,119.306239,531,36.675807,117.000923,0.0,0.0,438.9347679588378,0.0,0.0
0,591,26.075302,119.306239,572,30.867198,120.102398,0.0,257053.76208979497,0.0,0.0,0.0
0,591,26.075302,119.306239,24,41.796767,123.429096,0.0,0.0,301.8748151259037,0.0,0.0
0,591,26.075302,119.306239,22,39.125596,117.190182,0.0,0.0,19.35903800632223,0.0,0.0
0,591,26.075302,119.306239,571,30.287459,120.153576,0.0,154176.24734134105,0.0,0.0,0.0
0,591,26.075302,119.306239,311,38.045474,114.502461,0.0,0.0,358.36642710171634,0.0,0.0
0,631,37.509691,122.116394,551,31.86119,117.283042,1628.399346697395,0.0,0.0,0.0,0.0
0,631,37.509691,122.116394,760,22.521113,113.382391,5733.501941093788,0.0,0.0,0.0,0.0
0,763,23.685022,113.051227,551,31.86119,117.283042,0.0,0.0,0.0,667491.9589953492,0.0
0,763,23.685022,113.051227,7311,28.25591,112.98626,0.0,0.0,0.0,1823130.7820693336,0.0
0,763,23.685022,113.051227,311,38.045474,114.502461,0.0,0.0,0.0,2548894.746330337,0.0
0,20,23.125178,113.280637,7311,28.25591,112.98626,0.0,0.0,0.0,0.0,1464548.6883199972
0,20,23.125178,113.280637,851,26.578343,106.713478,0.0,0.0,0.0,0.0,1975336.3763270935
0,20,23.125178,113.280637,760,22.521113,113.382391,0.0,0.0,0.0,5039517.48739502,2285968.16146149
0,20,23.125178,113.280637,28,30.659462,104.065735,0.0,0.0,0.0,0.0,2710367.92031086
0,20,23.125178,113.280637,29,34.263161,108.948024,0.0,0.0,0.0,0.0,817084.1157080089
0,537,35.415393,116.587245,371,34.757975,113.665412,2792.635142509654,0.0,0.0,2730902.079810605,0.0
0,537,35.415393,116.587245,531,36.675807,117.000923,0.0,0.0,0.0,4770556.762068305,0.0
0,537,35.415393,116.587245,551,31.86119,117.283042,4569.2661452814755,0.0,0.0,0.0,0.0
0,537,35.415393,116.587245,311,38.045474,114.502461,0.0,0.0,0.0,187821.44131569707,0.0
0,537,35.415393,116.587245,29,34.263161,108.948024,0.0,0.0,0.0,2389754.6915953923,0.0
