RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,QUANTITY,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME
28,成都市/资阳市/眉山市,30.659462,104.065735,997,3870905.085,28906.75699,80.265068,41.170712,阿克苏地区
28,成都市/资阳市/眉山市,30.659462,104.065735,914,2714193.793,20268.78435,109.939776,33.868319,商洛市
28,成都市/资阳市/眉山市,30.659462,104.065735,28,357419761.8,2669103.472,104.065735,30.659462,成都市/资阳市/眉山市
28,成都市/资阳市/眉山市,30.659462,104.065735,894,872227.6178,6513.533977,94.362348,29.654693,林芝市
28,成都市/资阳市/眉山市,30.659462,104.065735,827,4516859.161,33730.5481,106.753669,31.858809,巴中市
28,成都市/资阳市/眉山市,30.659462,104.065735,818,9522644.85,71112.25271,107.502262,31.209484,达州市
28,成都市/资阳市/眉山市,30.659462,104.065735,993,3107705.919,23207.41476,86.041075,44.305886,石河子市
28,成都市/资阳市/眉山市,30.659462,104.065735,996,6527091.001,48742.35594,86.150969,41.768552,巴音郭楞蒙古自治州/铁门关市
28,成都市/资阳市/眉山市,30.659462,104.065735,974,244997.993,1829.571455,100.619542,36.280353,海南藏族自治州
28,成都市/资阳市/眉山市,30.659462,104.065735,893,95676.41714,714.4827578,91.766529,29.236023,山南市
28,成都市/资阳市/眉山市,30.659462,104.065735,901,1499694.261,11199.26648,82.985732,46.746301,塔城地区
28,成都市/资阳市/眉山市,30.659462,104.065735,883,2520295.381,18820.80923,100.08697,23.886567,临沧市
28,成都市/资阳市/眉山市,30.659462,104.065735,999,5648384.88,42180.44245,81.32416,43.91689,伊犁哈萨克自治州
28,成都市/资阳市/眉山市,30.659462,104.065735,832,6171405.427,46086.20286,104.641917,30.122211,内江市
28,成都市/资阳市/眉山市,30.659462,104.065735,53,3975651.563,29688.97225,106.2553,26.40574,安顺市
28,成都市/资阳市/眉山市,30.659462,104.065735,838,12438408.26,92886.29848,104.398651,31.127991,德阳市
28,成都市/资阳市/眉山市,30.659462,104.065735,902,2382508.7,17791.85966,93.51316,42.833248,哈密地区
28,成都市/资阳市/眉山市,30.659462,104.065735,892,228722.7313,1708.032687,88.885148,29.267519,日喀则市
28,成都市/资阳市/眉山市,30.659462,104.065735,837,1570518.512,11728.16072,102.221374,31.899792,阿坝州
28,成都市/资阳市/眉山市,30.659462,104.065735,896,142053.0124,1060.809247,92.060214,31.476004,那曲市
28,成都市/资阳市/眉山市,30.659462,104.065735,836,1147800.981,8571.433118,101.963815,30.050663,甘孜州
28,成都市/资阳市/眉山市,30.659462,104.065735,975,106579.2624,795.9019326,100.242143,34.4736,果洛藏族自治州
