,RDC,City_name,shipping_cost,storage_cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Quantity,Total_Cost,Price_avg,shipment_avg,CUSTOMER_NUM
0,371,郑州市,2495943.7338989945,879226.1614790872,179912.6425269715,179912.6425269715,47985661.128877036,3663.4423394961964,669225271.5203652,3375169.8953780816,0.005043398746299992,0.0037296017351954413,22
1,531,济南市,3623015.715103734,1996672.7636821817,314285.70058731176,314285.70058731176,83825166.0039598,6399.592191289042,1169055883.7685947,5619688.478785915,0.00480703151732162,0.0030990954028857023,16
2,551,合肥市,4345214.72884545,2026269.7075584945,376934.28973117145,376934.28973117145,100534575.22965567,7675.2640437821765,1402091308.5797334,6371484.436403945,0.004544272115100709,0.0030990954028857023,22
3,7311,长沙市,1384582.933096223,733706.4056798572,120108.39901557595,120108.39901557595,32034885.669745795,2445.6880189328585,446770025.7975209,2118289.3387760804,0.004741341666766389,0.003099095402885701,14
4,851,贵阳市,5205796.154349105,950015.7186117934,161998.36275162295,161998.36275162295,43207628.04240905,3298.6656896242844,602589105.332365,6155811.872960899,0.010215604328866167,0.008639047915540703,35
5,572,湖州市,7655600.2810679935,3569975.6883651377,664100.2653456574,664100.2653456574,177126464.493437,13522.635183201277,2470269315.9879932,11225575.96943313,0.004544272115100705,0.0030990954028857006,7
6,24,沈阳市/铁岭市/抚顺市,5224576.603120519,900793.3426042043,204806.5013670557,204806.5013670557,54625262.75838069,4170.339549093538,761823541.4776732,6125369.945724723,0.008040405175512995,0.0068579878655189025,44
7,22,天津市,151407.09435530507,83441.6533903552,13134.10938985779,13134.10938985779,3503083.016063392,267.44119676395906,48855254.4120853,234848.74774566028,0.004807031517321622,0.003099095402885704,3
8,571,杭州市,7663088.159737546,3898328.1291899635,664749.8162663894,664749.8162663894,177299710.40840116,13535.86155968737,2472685465.76595,11561416.28892751,0.004675651816211163,0.0030990954028857014,11
9,760,中山市,14424292.347344378,7363522.016349363,964332.1455591298,964332.1455591298,321504056.79207754,24545.073387831224,4483811093.56223,21787814.36369374,0.004859217729974456,0.0032169714660937655,23
10,311,石家庄市,8063792.382102692,3214072.1904577417,626364.8935114584,626364.8935114584,167061820.11950687,12754.254724038656,2329904169.28699,11277864.572560433,0.0048404843088511,0.0034609974471913225,18
11,595,泉州市,2116185.856197503,986824.2569259801,183572.74897134965,183572.74897134965,48961871.72235558,3737.970670174166,682839855.2129215,3103010.113123483,0.004544272115100707,0.0030990954028857014,9
12,28,成都市/资阳市/眉山市,4017415.2038156483,1194894.1009963597,222278.68164980074,222278.68164980074,59285380.63811648,4526.114018925602,826815219.8252344,5212309.3048120085,0.006304080016710075,0.004858903304495069,28
13,29,西安市/咸阳市,4875224.470825676,769392.2311977514,157437.7509668796,157437.7509668796,41991237.8623234,3205.800963323965,585624890.8276162,5644616.702023427,0.009638621565497921,0.00832482455439337,47
14,711,鄂州市,4171477.2172089145,795277.0028456667,216979.26865172,216979.26865172,57871940.0219589,4418.205571364815,807102869.1381083,4966754.220054581,0.006153805679514552,0.005168457921186138,25
