,RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,QUANTITY,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME
145,531,济南市,36.675807,117.000923,531,268724531.247281,2006754.119111,117.000923,36.675807,济南市
146,531,济南市,36.675807,117.000923,534,30909092.1694733,230819.820360928,116.307428,37.453968,德州市
147,531,济南市,36.675807,117.000923,533,45614265.1604645,340633.63726459,118.047648,36.814939,淄博市
148,531,济南市,36.675807,117.000923,635,31062443.0577135,231964.998753154,115.980367,36.456013,聊城市
149,531,济南市,36.675807,117.000923,535,113932857.855121,850816.37594322,121.391382,37.539297,烟台市
150,531,济南市,36.675807,117.000923,538,25487217.8488225,190330.890765379,117.129063,36.194968,泰安市
151,531,济南市,36.675807,117.000923,633,17135085.3653965,127959.672973384,119.461208,35.428588,日照市
152,531,济南市,36.675807,117.000923,532,282425913.398555,2109071.9273958,120.355173,36.082982,青岛市
153,531,济南市,36.675807,117.000923,632,17960462.3512012,134123.340497131,117.557964,34.856424,枣庄市
154,760,中山市,22.521113,113.382391,754,103394728.740299,772120.791618496,116.708463,23.37102,汕头市
155,760,中山市,22.521113,113.382391,750,91531351.557595,683528.652607368,113.094942,22.590431,江门市
156,760,中山市,22.521113,113.382391,758,38521095.2757556,287663.974176425,112.472529,23.051546,肇庆市
157,760,中山市,22.521113,113.382391,668,17833689.1233443,133176.63609313,110.919229,21.659751,茂名市
158,760,中山市,22.521113,113.382391,660,24368096.0910044,181973.625476407,115.364238,22.774485,汕尾市
159,760,中山市,22.521113,113.382391,756,76817196.9093007,573647.763383565,113.553986,22.224979,珠海市
160,760,中山市,22.521113,113.382391,769,479996679.346853,3584471.0900343,113.746262,23.046237,东莞市
161,760,中山市,22.521113,113.382391,662,13152402.4153609,98218.1924393922,111.975107,21.859222,阳江市
162,760,中山市,22.521113,113.382391,759,26892057.3563738,200821.810427173,110.364977,21.274898,湛江市
163,760,中山市,22.521113,113.382391,663,46429592.5671944,346722.257549032,116.355733,23.543778,揭阳市
164,760,中山市,22.521113,113.382391,752,173696801.39883,1297115.56315919,114.412599,23.079404,惠州市
165,760,中山市,22.521113,113.382391,757,349463122.172257,2609685.67566777,113.122717,23.028762,佛山市
166,760,中山市,22.521113,113.382391,760,137362819.686821,1025784.29643095,113.382391,22.521113,中山市
167,760,中山市,22.521113,113.382391,20,1240416119.63545,9263055.16633143,113.280637,23.125178,广州市
168,760,中山市,22.521113,113.382391,766,12798549.7835984,95575.7272239848,112.044439,22.929801,云浮市
169,760,中山市,22.521113,113.382391,755,1444835374.67298,10789596.789339,114.085947,22.547,深圳市
170,760,中山市,22.521113,113.382391,753,20565736.7202166,153578.747292966,116.117582,24.299112,梅州市
171,760,中山市,22.521113,113.382391,8981,12851294.2725161,95969.6072315328,109.7525,18.40005,三亚市
172,760,中山市,22.521113,113.382391,762,17828127.0921581,133135.100514143,114.697802,23.746266,河源市
173,760,中山市,22.521113,113.382391,768,31248233.8607976,233352.428689868,116.632301,23.661701,潮州市
174,760,中山市,22.521113,113.382391,751,18173383.8575422,135713.374380208,113.591544,24.801322,韶关市
175,760,中山市,22.521113,113.382391,898,75904004.2140527,566828.314506958,110.33119,20.031971,海口市
176,760,中山市,22.521113,113.382391,763,29730636.8119291,222019.469563166,113.051227,23.685022,清远市
177,711,鄂州市,30.396536,114.890593,710,26646395.711915,198987.283022335,112.144146,32.042426,襄阳市
178,711,鄂州市,30.396536,114.890593,715,10469496.6281152,78183.0575198053,114.328963,29.832798,咸宁市
179,711,鄂州市,30.396536,114.890593,718,7887655.47571603,58902.6429502115,109.48699,30.283114,恩施
180,711,鄂州市,30.396536,114.890593,712,14707859.1992345,109833.876700332,113.926655,30.926423,孝感市
181,711,鄂州市,30.396536,114.890593,717,22397116.9047044,167254.944668104,111.290843,30.702636,宜昌市
182,711,鄂州市,30.396536,114.890593,796,11984676.0895648,89497.9628295048,114.986373,27.111699,吉安市
183,711,鄂州市,30.396536,114.890593,27,320251764.096099,2391544.02379821,114.298572,30.584355,武汉市
184,711,鄂州市,30.396536,114.890593,795,18139806.2545015,135462.626921838,114.391136,27.8043,宜春市
185,711,鄂州市,30.396536,114.890593,711,6485702.50380236,48433.2790699233,114.890593,30.396536,鄂州市
186,711,鄂州市,30.396536,114.890593,722,9093130.92794244,67904.7717027089,113.37377,31.717497,随州市
187,711,鄂州市,30.396536,114.890593,701,4888266.95373916,36504.1099865328,117.033838,28.238638,鹰潭市
188,711,鄂州市,30.396536,114.890593,713,15184187.1256647,113390.950645069,114.879365,30.447711,黄冈市
189,711,鄂州市,30.396536,114.890593,719,17489111.8106334,130603.436175634,110.787916,32.646907,十堰市
190,711,鄂州市,30.396536,114.890593,724,34323671.9376958,256318.876897036,112.204251,31.03542,荆门市
191,711,鄂州市,30.396536,114.890593,797,55102280.7519482,411487.289076819,114.940278,25.85097,赣州市
192,711,鄂州市,30.396536,114.890593,728,11516248.7756147,85999.8882867367,113.453974,30.364953,仙桃市/天门市/潜江市
193,711,鄂州市,30.396536,114.890593,792,19024832.8645315,142071.739930454,115.992811,29.712034,九江市
194,711,鄂州市,30.396536,114.890593,791,126192072.193851,942364.507991772,115.892151,28.676493,南昌市
195,711,鄂州市,30.396536,114.890593,794,10579394.1477146,79003.7392012002,116.358351,27.98385,抚州市
196,711,鄂州市,30.396536,114.890593,799,5615044.29579124,41931.4649737017,113.852186,27.622946,萍乡市
197,711,鄂州市,30.396536,114.890593,714,10430388.5963383,77891.0104800566,115.077048,30.220074,黄石市
198,711,鄂州市,30.396536,114.890593,798,6458750.70255004,48232.0111100184,117.214664,29.29256,景德镇市
199,711,鄂州市,30.396536,114.890593,793,17286382.0943919,129089.511521098,117.971185,28.44442,上饶市
200,711,鄂州市,30.396536,114.890593,716,19749872.071838,147486.11504919,112.23813,30.326857,荆州市
201,711,鄂州市,30.396536,114.890593,790,5198761.02421038,38822.7864839319,114.930835,27.810834,新余市
202,371,郑州市,34.757975,113.665412,374,16696838.3911207,124686.976146139,113.826063,34.022956,许昌市
203,371,郑州市,34.757975,113.665412,370,19794115.5017271,147816.511700219,115.650497,34.437054,商丘市
204,371,郑州市,34.757975,113.665412,976,147978.471753838,1105.05879888764,97.008522,33.004049,玉树藏族自治州
205,371,郑州市,34.757975,113.665412,351,53384616.2254266,398660.286094065,112.549248,37.857014,太原市
