,warehouse,CDC,RDC,Trans_cost,Dist_cost,Reverse_shipping_cost,Storage_cost,Handling_cost,Total_Cost
0,14,4,10,11661240.156782478,46989020.66674589,0,22767514.6193294,10094828.919732464,91512604.36259024
