,RDC,City_name,shipping_cost,storage_cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Quantity,Total_Cost,Price_avg,shipment_avg,CUSTOMER_NUM
0,29,西安市/咸阳市,4820178.595519585,598917.44986444,156413.61102778107,156413.61102778107,41718082.89457976,2495.489374435166,581815373.5019212,5419096.045384024,0.009314116285320416,0.008284721949691947,45
1,371,郑州市,2250353.842507808,672075.6147432514,175519.63765540847,175519.63765540847,46813974.46948774,2800.315061430214,652884508.3773791,2922429.4572510594,0.0044761813456321775,0.003446787010003709,22
2,28,成都市/资阳市/眉山市,4273022.526639405,960246.5254402397,227980.4648977061,227980.4648977061,60806140.01845456,3637.2974448493933,848024276.55763,5233269.052079644,0.0061711311771910134,0.005038797407999698,36
3,24,沈阳市/铁岭市/抚顺市,5253556.827856478,708019.20316993,205451.8722254386,205451.8722254386,54797393.7819588,3277.866681342269,764224142.579777,5961576.031026408,0.00780082138062536,0.00687436647855974,45
4,7311,长沙市,2677536.880408254,758630.0647654904,158499.39639069457,158499.39639069457,42274396.15976528,2528.7668825516353,589573918.1835145,3436166.945173744,0.005828220752642218,0.004541477833106632,23
5,760,中山市,18931918.29246211,6333846.940861786,1058656.611262009,1058656.611262009,352951414.9641289,21112.823136205952,4922387249.776207,25265765.233323894,0.005132827620271564,0.0038460847007359767,41
6,572,湖州市,23827070.869536955,7957912.58216745,1889357.1203145678,1889357.1203145678,503922621.85384953,30143.608265785817,7027885945.546598,31784983.451704405,0.004522694832838854,0.003390361063647539,49
7,311,石家庄市,8486903.67733324,2590300.540776736,644270.7768535946,644270.7768535946,171837613.739125,10278.970399907686,2396509103.065653,11077204.218109977,0.004622224970453832,0.00354136091804394,22
8,531,济南市,3623015.7151037348,1564445.3562198838,314285.70058731193,314285.70058731193,83825166.00395982,5014.247936602189,1169055883.7685945,5187461.071323618,0.004437308039202714,0.0030990954028857036,16
9,711,鄂州市,4171477.2172089154,623120.3413201913,216979.26865172002,216979.26865172002,57871940.02195889,3461.7796740010626,807102869.1381083,4794597.558529107,0.005940503672907492,0.005168457921186139,25
