,warehouse,CDC,RDC,Trans_cost,Dist_cost,Reverse_shipping_cost,Storage_cost,Handling_cost,Total_Cost
0,10,4,6,8641637.129493533,57960927.53655437,0,20965604.48634728,10624157.225363467,98192326.37775865
