,RDC,City_name,shipping_cost,storage_cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Quantity,Total_Cost,Price_avg,shipment_avg,CUSTOMER_NUM
0,551,合肥市,3491628.742991186,3958232.1388896843,302888.2765004402,302888.2765004402,40392642.76239188,7496.651778200161,1126660618.3662436,7449860.88188087,0.006612338054989283,0.0030990954028857006,20.0
1,572,湖州市,16172274.426659804,18333454.415233664,1402896.094842778,1402896.094842778,187087732.30335507,34722.45154400319,5218385471.967433,34505728.841893464,0.006612338054989283,0.0030990954028857014,20.0
2,27,武汉市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006612338054989283,0.0030990954028857014,
3,7311,长沙市,1384582.9330962233,1783649.4435378048,120108.39901557595,120108.39901557595,16017442.834872901,2972.7490725630055,446770025.79752076,3168232.376634028,0.007091416598457956,0.0030990954028857023,14.0
4,311,石家庄市,6936928.587883008,7506492.21270914,601757.6606356343,601757.6606356343,80249333.1746781,14893.833755375275,2238372068.6442046,14443420.800592147,0.006452645207166391,0.0030990954028856993,13.0
5,591,福州市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006452645207166391,0.0030990954028856993,
6,28,成都市/资阳市/眉山市,4014408.6940845596,2904099.694313838,222224.90251491757,222224.90251491757,29635518.429117475,5500.18881498833,826615176.317236,6918508.388398398,0.00836968469321114,0.004856442041107556,27.0
7,595,泉州市,2116185.856197503,2398982.1038902695,183572.74897134965,183572.74897134965,24480935.861177787,4543.5267119133905,682839855.2129215,4515167.960087772,0.006612338054989282,0.0030990954028857014,9.0
8,851,贵阳市,5205796.154349105,2309500.087141753,161998.3627516229,161998.3627516229,21603814.021204524,4009.5487623988765,602589105.3323648,7515296.241490859,0.012471676263290078,0.008639047915540706,35.0
9,10,北京市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012471676263290078,0.008639047915540706,
10,25,南京市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012471676263290078,0.008639047915540706,
11,531,济南市,3623015.7151037348,4853936.44692093,314285.7005873118,314285.7005873118,41912583.00197992,7778.744305963031,1169055883.7685947,8476952.162024666,0.00725110944628085,0.003099095402885703,16.0
12,571,杭州市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00725110944628085,0.003099095402885703,
13,760,中山市,14424292.34734438,17900814.065770518,964332.1455591299,964332.1455591299,160752028.39603874,29834.690109617528,4483811093.56223,32325106.413114898,0.007209292661666025,0.003216971466093766,23.0
14,512,苏州市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007209292661666025,0.003216971466093766,
15,711,鄂州市,4171477.2172089135,1933328.3348803513,216979.26865172002,216979.26865172002,28935970.010979444,5370.356485778753,807102869.1381084,6104805.552089265,0.00756385063852949,0.005168457921186136,25.0
16,371,郑州市,3822629.437921057,2594556.544340648,218392.15227042974,218392.15227042974,29124389.661732364,5405.326134043018,812358405.4365987,6417185.982261705,0.00789945169436982,0.004705594737912018,35.0
17,29,西安市/咸阳市,4791945.664288901,1852235.3263022497,155908.5926667552,155908.5926667552,20791693.095346186,3858.8235964630217,579936844.8725079,6644180.990591151,0.011456731968895326,0.008262875012437521,41.0
18,24,沈阳市/铁岭市/抚顺市,5262510.796914275,2198872.357304862,205651.27132428667,205651.27132428667,27425288.400759734,5089.982308576067,764965852.0794165,7461383.154219137,0.00975387742333434,0.006879406162522319,46.0
