,RDC,City_name,shipping_cost,storage_cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Quantity,Total_Cost,Price_avg,shipment_avg,CUSTOMER_NUM
0,371,郑州市,2109431.1214093827,688856.1771029844,171335.2938688169,171335.2938688169,45697941.1537078,2870.234071262435,637319906.7608107,2798287.298512367,0.004390710644415157,0.003309846592005265,20
1,531,济南市,3623015.715103734,1642667.6240308776,314285.70058731176,314285.70058731176,83825166.0039598,5264.960333432301,1169055883.7685947,5265683.339134611,0.004504218671018563,0.0030990954028857023,16
2,7311,长沙市,2677536.880408254,796561.5680037645,158499.39639069463,158499.39639069463,42274396.1597653,2655.2052266792157,589573918.1835145,3474098.4484120184,0.005892557898618997,0.004541477833106632,23
3,572,湖州市,19663903.16961355,7543945.452903797,1705784.371339971,1705784.371339971,454960750.1306279,28575.550957968924,6345046090.321598,27207848.622517347,0.004288045860536581,0.0030990954028857006,40
4,24,沈阳市/铁岭市/抚顺市,5253556.827857176,743420.1633285019,205451.8722254594,205451.8722254594,54797393.78196438,3441.760015409728,764224142.5798544,5996976.991185678,0.007847144125728858,0.006874366478559957,45
5,760,中山市,18931918.29241915,6650539.287898462,1058656.6112609883,1058656.6112609883,352951414.96378875,22168.464292994864,4922387249.7714615,25582457.580317613,0.005197164766243323,0.0038460847007309572,41
6,311,石家庄市,8627826.398424566,2737479.9471092816,648455.1206395725,648455.1206395725,172953647.0547413,10863.015663132071,2412073704.679937,11365306.345533848,0.004711840406652057,0.003576933151621671,24
7,595,泉州市,2116185.856200371,811862.7583587643,183572.7489715984,183572.7489715984,48961871.722421914,3075.2377210559257,682839855.2138469,2928048.6145591354,0.004288045860536582,0.0030990954028857014,9
8,28,成都市/资阳市/眉山市,4273022.526639405,1008258.851712252,227980.4648977061,227980.4648977061,60806140.018454514,3819.1623170918606,848024276.5576298,5281281.378351657,0.00622774786565058,0.0050387974079996985,36
9,29,西安市/咸阳市,4820178.595519586,628863.3223576619,156413.6110277811,156413.6110277811,41718082.89457975,2620.2638431569235,581815373.5019213,5449041.917877248,0.00936558600210184,0.008284721949691947,45
10,711,鄂州市,4171477.2172089145,654276.3583862004,216979.26865172,216979.26865172,57871940.0219589,3634.8686577011163,807102869.1381083,4825753.575595114,0.005979105960493557,0.005168457921186138,25
