,RDC,City_name,shipping_cost,storage_cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Quantity,Total_Cost,Price_avg,shipment_avg,CUSTOMER_NUM
0,551,合肥市,3491628.742991186,3769744.8941806555,302888.2765004402,302888.2765004402,40392642.76239188,7139.668360190636,1126660618.3662436,7261373.637171842,0.006445040785841498,0.0030990954028857006,20.0
1,572,湖州市,16172274.426659804,17460432.776413027,1402896.094842778,1402896.094842778,187087732.30335507,33069.00147047924,5218385471.967433,33632707.20307283,0.006445040785841496,0.0030990954028857014,20.0
2,27,武汉市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006445040785841496,0.0030990954028857014,
3,7311,长沙市,1384582.9330962233,1698713.755750291,120108.39901557595,120108.39901557595,16017442.834872901,2831.189592917151,446770025.79752076,3083296.6888465146,0.00690130606533547,0.0030990954028857023,14.0
4,311,石家庄市,6936928.587883008,7149040.202580141,601757.6606356343,601757.6606356343,80249333.1746781,14184.603576547897,2238372068.6442046,14085968.79046315,0.006292952359343505,0.0030990954028856993,13.0
5,22,天津市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006292952359343505,0.0030990954028856993,
6,591,福州市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006292952359343505,0.0030990954028856993,
7,28,成都市/资阳市/眉山市,4014408.6940845596,2765809.232679848,222224.90251491757,222224.90251491757,29635518.429117475,5238.275061893648,826615176.317236,6780217.926764408,0.008202387424063354,0.004856442041107556,27.0
8,595,泉州市,2116185.856197503,2284744.860847878,183572.74897134965,183572.74897134965,24480935.861177787,4327.168297060374,682839855.2129215,4400930.717045381,0.006445040785841496,0.0030990954028857014,9.0
9,851,贵阳市,5205796.154349105,2199523.8925159574,161998.3627516229,161998.3627516229,21603814.021204524,3818.6178689513144,602589105.3323648,7405320.046865063,0.012289170151492492,0.008639047915540706,35.0
10,25,南京市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012289170151492492,0.008639047915540706,
11,531,济南市,3623015.7151037348,4622796.616115174,314285.7005873118,314285.7005873118,41912583.00197992,7408.327910440986,1169055883.7685947,8245812.3312189095,0.007053394491833465,0.003099095402885703,16.0
12,571,杭州市,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007053394491833465,0.003099095402885703,
13,760,中山市,14424292.34734438,17048394.348352883,964332.1455591299,964332.1455591299,160752028.39603874,28413.99058058812,4483811093.56223,31472686.695697263,0.007019182128543538,0.003216971466093766,23.0
14,711,鄂州市,4171477.2172089135,1841265.0808384316,216979.26865172002,216979.26865172002,28935970.010979444,5114.6252245512005,807102869.1381084,6012742.298047345,0.007449784318655999,0.005168457921186136,25.0
15,371,郑州市,3822629.437921057,2471006.2327053812,218392.15227042974,218392.15227042974,29124389.661732364,5147.9296514695425,812358405.4365987,6293635.670626438,0.0077473632678718325,0.004705594737912018,35.0
16,29,西安市/咸阳市,4791945.664288901,1764033.6440973827,155908.5926667552,155908.5926667552,20791693.095346186,3675.070091869546,579936844.8725079,6555979.308386283,0.011304643542397337,0.008262875012437521,41.0
17,24,沈阳市/铁岭市/抚顺市,5262510.796914275,2094164.1498141545,205651.27132428667,205651.27132428667,27425288.400759734,4847.602198643877,764965852.0794165,7356674.946728429,0.009616997839486148,0.006879406162522319,46.0
