,CDC,shipping_cost,Quantity,Quantity_SKU1,Quantity_SKU2,Quantity_SKU3,Quantity_SKU4,Quantity_SKU5
0,312,707160.4643596058,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
1,510,6815.153492470507,14723.8025755823,14723.8025755823,0.0,0.0,0.0,0.0
2,592,134484.4218852031,411230.009431136,0.0,411230.009431136,0.0,0.0,0.0
3,537,4745184.63661618,10086396.876077792,7361.90128779113,0.0,0.0,10079034.97479,0.0
4,575,9565.545828724802,22085.7038633734,22085.7038633734,0.0,0.0,0.0,0.0
5,756,1138088.2578488418,9253305.26212745,0.0,0.0,0.0,0.0,9253305.26212745
6,519,662.1761217532699,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
7,21,9573646.515379315,19333458.77196564,0.0,0.0,1118.53504819278,10079034.97479,9253305.26212745
8,22,2202.8634404590434,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
9,559,1835761.1615893438,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
10,27,157493.066402341,411230.009431136,0.0,411230.009431136,0.0,0.0,0.0
11,595,697.6203061855031,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
12,571,489841.09977479395,10079034.97479,0.0,0.0,0.0,10079034.97479,0.0
13,311,262331.2041813132,9253305.26212745,0.0,0.0,0.0,0.0,9253305.26212745
14,851,5231190.008207353,10079034.97479,0.0,0.0,0.0,10079034.97479,0.0
15,763,2405342.36221655,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
16,591,100682.20308691454,412348.5444793287,0.0,411230.0094311359,1118.53504819278,0.0,0.0
17,746,1264168.908343676,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
18,20,4002432.8717476325,14292822.74952247,0.0,0.0,0.0,5039517.48739502,9253305.26212745
19,752,1652447.5639753626,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
20,769,240109.13280736498,822460.0188622791,0.0,822460.0188622791,0.0,0.0,0.0
21,512,461.0883339483081,1118.5350481928097,0.0,0.0,1118.5350481928097,0.0,0.0
22,28,2050.031843571805,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
23,716,3432.9817841512568,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
24,754,2064177.2917055232,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
25,316,3492.2732119809043,14723.8025755823,14723.8025755823,0.0,0.0,0.0,0.0
26,631,10018.69511506705,7361.901287791169,7361.901287791169,0.0,0.0,0.0,0.0
27,431,19717650.00408924,14292822.749522924,0.0,0.0,0.0,5039517.487395316,9253305.262127608
28,755,7936560.877733453,18507729.05930309,0.0,0.0,1118.53504819278,0.0,18506610.5242549
29,760,59.21300838122939,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
