,RDC,City_name,shipping_cost,storage_cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Quantity,Total_Cost,Price_avg,shipment_avg,CUSTOMER_NUM
0,531,济南市,3895012.554,1386154.584,322361.9588,322361.9588,85979236.92,4442.803153,1199097331,5281167.138,0.004404286,0.003248287,18
1,572,湖州市,23827070.87,6874344.094,1889357.12,1889357.12,503922621.9,26039.18218,7027885946,30701414.96,0.004368514,0.003390361,49
2,24,沈阳市/铁岭市/抚顺市,5253556.828,611613.6082,205451.8722,205451.8722,54797393.78,2831.544482,764224142.6,5865170.436,0.007674673,0.006874366,45
3,760,中山市,19013479.18,5478937.487,1060112.102,1060112.102,353436669,18263.12496,4929154777,24492416.67,0.004968888,0.003857351,43
4,311,石家庄市,14410132.08,2796945.339,805323.093,805323.093,214792915.6,11098.98944,2995579177,17207077.41,0.005744157,0.004810466,50
5,28,成都市/资阳市/眉山市,8250962.402,1076049.112,295743.2773,295743.2773,78879596.72,4075.943607,1100083198,9327011.514,0.00847846,0.007500308,62
6,711,鄂州市,12649111.05,1162737.883,468701.1639,468701.1639,125010310,6459.654907,1743438700,13811848.93,0.007922188,0.007255266,57
