,CDC,shipping_cost,Quantity,Quantity_SKU1,Quantity_SKU2,Quantity_SKU3,Quantity_SKU4,Quantity_SKU5
0,571,3140697.8513893876,10079034.97479,0.0,0.0,0.0,10079034.97479,0.0
1,592,177194.43320720326,411230.009431136,0.0,411230.009431136,0.0,0.0,0.0
2,631,10018.695115066932,7361.901287791215,7361.901287791215,0.0,0.0,0.0,0.0
3,28,2962.4787693393096,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
4,21,6408739.980949768,19333458.77196564,0.0,0.0,1118.535048192811,10079034.97479,9253305.26212745
5,431,13656229.667110145,14292822.749522937,0.0,0.0,0.0,5039517.487395332,9253305.262127606
6,754,2342007.906592605,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
7,851,5210902.735750079,10079034.97479,0.0,0.0,0.0,10079034.97479,0.0
8,591,116758.80977521859,412348.54447932885,0.0,411230.009431136,1118.5350481928235,0.0,0.0
9,760,59.21300838122939,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
10,519,479.24093123762276,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
11,595,577.1607273854625,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
12,510,3691.1836866856047,14723.8025755823,14723.8025755823,0.0,0.0,0.0,0.0
13,752,1906406.5527680893,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
14,769,260422.68646524847,822460.0188622785,0.0,822460.0188622785,0.0,0.0,0.0
15,746,1264168.908343676,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
16,512,306.2144052264386,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
17,20,4562070.573035773,14292822.74952247,0.0,0.0,0.0,5039517.48739502,9253305.26212745
18,537,3459015.793957643,10086396.87607779,7361.90128779113,0.0,0.0,10079034.97479,0.0
19,575,10886.438368147556,22085.7038633734,22085.7038633734,0.0,0.0,0.0,0.0
20,311,1135262.138404769,9253305.26212745,0.0,0.0,0.0,0.0,9253305.26212745
21,27,133659.2919024608,411230.0094311361,0.0,411230.0094311361,0.0,0.0,0.0
22,755,8626919.183261782,18507729.05930309,0.0,0.0,1118.53504819278,0.0,18506610.5242549
23,559,2202058.726478023,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
24,312,707160.4643596058,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
25,756,1138088.2578488418,9253305.26212745,0.0,0.0,0.0,0.0,9253305.26212745
26,763,1817248.8291877178,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
27,716,3432.9817841512568,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
28,316,5293.5753109668685,14723.80257558233,14723.80257558233,0.0,0.0,0.0,0.0
29,22,3480.8110177551316,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
