,CDC,shipping_cost,Quantity,Quantity_SKU1,Quantity_SKU2,Quantity_SKU3,Quantity_SKU4,Quantity_SKU5
0,754,2266071.82700506,5039517.487395018,0.0,0.0,0.0,5039517.487395018,0.0
1,27,114030.4573676893,411230.0094311364,0.0,411230.0094311364,0.0,0.0,0.0
2,559,2215684.0238752305,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
3,756,1138088.2578488418,9253305.26212745,0.0,0.0,0.0,0.0,9253305.26212745
4,716,3432.9817841512568,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
5,755,7903414.845119964,18507729.05930309,0.0,0.0,1118.5350481927799,0.0,18506610.5242549
6,312,707160.4643596058,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
7,311,910192.5959067014,9253305.262127452,0.0,0.0,0.0,0.0,9253305.262127452
8,22,3481.8696861681033,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
9,519,660.0227560954944,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
10,537,3268601.6321128905,10086396.876077792,7361.901287791684,0.0,0.0,10079034.97479,0.0
11,591,116748.23561895138,412348.54447932926,0.0,411230.0094311364,1118.5350481928147,0.0,0.0
12,28,2299.4633148528824,7361.90128779113,7361.90128779113,0.0,0.0,0.0,0.0
13,595,442.1353442724432,1118.5350481927458,0.0,0.0,1118.5350481927458,0.0,0.0
14,851,4014816.9966323804,10079034.974789996,0.0,0.0,0.0,10079034.974789996,0.0
15,316,5405.739844730279,14723.8025755823,14723.8025755823,0.0,0.0,0.0,0.0
16,21,6437324.435522092,19333458.77196564,0.0,0.0,1118.5350481928097,10079034.97479,9253305.26212745
17,510,3691.183686685604,14723.802575582296,14723.802575582296,0.0,0.0,0.0,0.0
18,769,279892.64336999407,822460.0188622781,0.0,822460.0188622781,0.0,0.0,0.0
19,431,14320497.899209911,14292822.749522936,0.0,0.0,0.0,5039517.487395326,9253305.262127608
20,575,13546.302329655946,22085.703863372444,22085.703863372444,0.0,0.0,0.0,0.0
21,571,3140697.8513893397,10079034.97479,0.0,0.0,0.0,10079034.97479,0.0
22,760,59.21300838122939,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
23,512,306.2144052264386,1118.53504819278,0.0,0.0,1118.53504819278,0.0,0.0
24,631,9775.3147777971,7361.901287791185,7361.901287791185,0.0,0.0,0.0,0.0
25,746,1425063.691151563,5039517.487395019,0.0,0.0,0.0,5039517.487395019,0.0
26,20,5978237.920079754,14292822.74952247,0.0,0.0,0.0,5039517.48739502,9253305.262127448
27,763,1994535.7762133651,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
28,752,1652447.5639753626,5039517.48739502,0.0,0.0,0.0,5039517.48739502,0.0
29,592,173405.8953284445,411230.0094311361,0.0,411230.0094311361,0.0,0.0,0.0
