trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,reverse_cost,reverse_storage_cost,reverse_in_bound_cost,reverse_out_bound_cost,total_cost,rdc_area,reverse_area,rdc_weight,reverse_weight,rdc_shipping_distance,reverse_shipping_distance
14413366.409068989,131187475.36549924,28995603.18020308,0.0,31404264.67630275,5554507.59281882,4778451.846579143,0.0,5245043.759804578,221578712.8302766,95977.9440107945,16151.516919393773,169302321.92738852,28490809.480095953,238378.02,28002.863333799996
