trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,reverse_cost,reverse_storage_cost,reverse_in_bound_cost,reverse_out_bound_cost,total_cost,rdc_area,reverse_area,rdc_weight,reverse_weight,rdc_shipping_distance,reverse_shipping_distance
14413366.409068989,112553026.61264496,28995603.18020308,0.0,31404264.67630275,5554507.592818819,4778451.846579143,0.0,5245043.759804578,202944264.07742232,95977.94401079448,16151.516919393773,169302321.92738852,28490809.480095953,238378.01999999996,28002.8633338
