RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,814601.6197239758,3868244.638590151,497851.7287239759,2355043.991155698,1015348.9187104771,424804.44706669915,2033606.3269760844,0.0,1874456.6823135023,759961.8533200445,6517.968996718219,10413648.235075017,8201112.0949464375,2539.17,1021.1399999999999,10.0,4.0,0.41225217030061545,0.7875349646748807
760,中山市,1898728.2438928203,21256763.461356647,2019335.9714365825,13475849.006890535,5761578.48302953,786587.8061760978,8696590.992947314,0.0,8336637.332010021,3379926.790024263,28988.636643157715,46314651.84450011,39076579.59249008,16071.265,2292.155,38.0,11.0,0.47594768371664664,0.8437196013842095
851,贵阳市,546319.6094262514,1273374.3439990329,263415.3090291277,596333.4364271795,413625.59854272555,245232.4462432694,751801.6649405952,0.0,750712.9603156457,304361.9081816886,2610.4224477104,4170627.5573091432,3021121.415498543,16323.43,928.1600000000001,26.0,3.0,0.3641194926602594,0.7243805336211194
595,泉州市,643256.9404956471,2960368.239780882,234239.61430971944,1904330.9332651882,821797.6922059743,177443.9778494172,1119579.5891397912,0.0,1219590.867500483,494459.29836795945,4240.831777044664,6775504.819447128,5476982.674270573,1542.4599999999998,697.79,9.0,5.0,0.4631112073928597,0.8083504949403146
572,湖州市,3588893.9432045682,27700629.01240617,2687344.1792445574,17984581.529389653,7028703.303771957,1212317.9312680142,10606757.6727367,0.0,11554252.07545933,4684445.847079037,40177.11239672993,64190289.30810742,51073956.69187022,9769.529999999999,3832.7000000000003,36.0,17.0,0.45042555899529796,0.7956648465427532
22,天津市,2185164.7018165765,10954959.069106564,687674.232290141,7646953.839425423,2620330.997390999,281618.2945551409,3203121.521746532,0.0,3655409.1354948743,1482014.243095265,12710.799689470367,20307828.530527085,18095108.02090311,6088.84,232.43,14.0,3.0,0.5533125979850915,0.891041008825844
311,石家庄市,585198.246218512,1946683.4211843319,247795.40550445928,1100451.8532142825,598436.16246559,288626.7973235329,922515.7186547942,0.0,1052776.9123694198,426827.8381708725,3660.776661328548,5848760.6242745565,4210602.849532079,9230.36,1840.5799999999997,20.0,5.0,0.38218528028493537,0.7199136911256879
29,西安市/咸阳市,869566.4450093477,5260168.629557967,602325.4463594056,3565200.0267389766,1092643.156459585,433749.69367214997,867060.9585008699,0.0,1038966.4124754107,421228.6407107462,3612.7539937536244,5772035.624863392,7599945.694206398,77238.64000000003,4859.165,49.0,5.0,0.9864662474887058,1.316683781622756
371,郑州市,767077.8701594796,3164390.7781287283,348042.62456057064,1866634.0754661332,949714.0781020245,153607.3272550796,1259965.4993698562,0.0,1509769.0904990446,612106.3916424366,5249.856247374401,8387606.058328022,6087732.695252708,7708.359999999999,176.28,29.0,2.0,0.39558344565901254,0.7258009797930628
24,沈阳市/铁岭市/抚顺市,844735.9274103134,3246788.6361667295,406329.0797306436,2097672.9875711403,742786.5688649457,243723.67789870407,904366.2081151158,0.0,1204075.4274505428,488168.8662194427,4186.8805931255365,6689307.930280799,5598953.949631092,20534.206666666647,1334.6166666999998,38.0,3.0,0.5218046994465257,0.8370004801671708
711,鄂州市,1948788.528651724,8325629.531056945,1924362.7218231857,4266985.702230429,2134281.1070033303,421341.6283220802,2131910.2511589443,0.0,3406116.757458928,1380943.51715193,11843.945839771914,18922870.874771822,14284998.167996898,32847.56333333334,2426.93,55.0,5.0,0.4622433465442383,0.754906497144776
