trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,total_cost,total_shipping_distance
12667354.038163312,98506427.23204687,26652911.377205964,0.0,30474417.946929928,168301110.59434608,227822.02000000005
