RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
7311,长沙市,713147.8484169586,5970239.600119514,0.0,1186455.681558862,0.0,1293340.5352886578,526044.0442751965,3954.8522718628737,7185225.1960481,9163183.665383993,13757.669999999998,0.0,37.0,0.0,0.8309050081552306,1.275281346842654
760,中山市,1471025.7286068609,22284636.337544665,0.0,5919561.108997128,0.0,6452839.707695758,2624581.6969915405,19731.87036332376,35849109.48719866,36128062.88284441,16587.13,0.0,37.0,0.0,0.621623149258485,1.007781320083986
28,成都市/资阳市/眉山市,1493744.5384130485,6315654.5351447435,0.0,1115351.7889761305,0.0,1381626.2149247408,561952.7277968077,4224.817382485343,7675701.194026336,10306377.077458665,42443.98,0.0,48.0,0.0,0.8228114116870446,1.3427277608825718
572,湖州市,3891654.8436843874,45337596.40900369,0.0,9822592.328769878,0.0,12167596.980684595,4948961.043273445,37206.78912412832,67597761.00380331,71219440.56214255,27325.630000000005,0.0,59.0,0.0,0.6706967174024125,1.0535769159297372
311,石家庄市,2060404.2237735724,16220027.969949493,0.0,2986162.4938733163,0.0,3875212.472378483,1576176.1003962364,11849.851166163955,21528958.179880477,25141807.159974866,22615.489999999994,0.0,51.0,0.0,0.753405150143663,1.1678134608236972
29,西安市/咸阳市,670135.3989633512,6214758.008903589,0.0,605171.475218386,0.0,824612.3431597623,335396.9044650662,2521.5478134099417,4581179.684220902,8314677.2262450885,68978.51,0.0,54.0,0.0,1.356584643538273,1.8149642230545087
24,沈阳市/铁岭市/抚顺市,614912.2295457056,5252094.44013092,0.0,623653.3790031385,0.0,944217.7322894733,384044.3417781321,2887.2841620515674,5245654.068274851,7434877.780969238,21153.459999999995,123126.84333339997,37.0,63.0,1.0012277538267382,1.4173404658790931
