RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
760,中山市,1653426.0505065843,28060755.116481606,0.0,6034974.19243796,0.0,7252961.702139529,2950017.5728390384,20116.580641459866,40294231.67855294,43002117.061565675,28917.539999999997,0.0,53.0,0.0,0.6963963313740825,1.0672028047243804
28,成都市/资阳市/眉山市,1957703.7028215947,11409777.698722824,0.0,1325879.0301234676,0.0,1810761.2696258884,736496.039133497,5022.269053497983,10059784.831254933,16504121.701293776,110782.48000000003,0.0,82.0,0.0,1.1341969922928743,1.6406038477102227
572,湖州市,4074971.355410107,49475229.652017646,0.0,9329057.43206404,0.0,12740751.981365945,5182081.993501513,35337.33875781833,70781955.45203306,75620010.42085774,42029.1,0.0,77.0,0.0,0.6989808254950743,1.0683515302442201
311,石家庄市,2228173.5166059355,19007336.23066911,0.0,2929081.223357359,0.0,4190753.301000632,1704516.9117242387,11623.338187926027,23281962.78333685,28355344.271633036,44582.04999999999,0.0,74.0,0.0,0.8163975008272439,1.2179103856281077
24,沈阳市/铁岭市/抚顺市,614912.2295457056,5252094.44013092,0.0,565671.9990958172,0.0,944217.7322894733,384044.3417781321,2618.8518476658205,5245654.068274851,7376896.401061917,21153.459999999995,123126.84333339997,37.0,63.0,1.0012277538267382,1.406287243696947
