RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,554909.0059408006,3716715.5689959847,259383.86397244505,2868249.1236387,589082.5813848394,429295.2283761221,1631327.0872349078,0.0,1238838.3354978818,502262.8083605019,5228.612459086243,6882435.197210453,7016176.220104897,1266.4299999999998,1021.1399999999999,5.0,4.0,0.602404625480897,1.0194322240692728
22,天津市,2067598.3986608938,17918461.315666657,703423.9618428772,14735502.51907065,2479534.8347531287,385003.3438287768,3692144.94759847,0.0,3471413.788675086,1407416.9231940922,14651.368839676468,19285632.15930604,25467023.395768985,1683.7699999999998,232.43,9.0,3.0,0.9490725794364654,1.3205179475270763
760,中山市,1902177.1931162642,33331168.843612276,1805853.880790126,26059560.911924902,5465754.050897249,790431.8664206292,9983793.876696706,0.0,7885015.183245755,3196825.410081107,33279.31292232235,43805639.90692086,51990409.769975364,9375.75,2167.52,28.0,11.0,0.7789316805446787,1.1868428330335015
851,贵阳市,468878.63343556557,1551617.5099858248,201514.9610610721,1007634.8184350074,342467.73048974527,249335.50615905857,822063.8091678671,0.0,676302.8598459405,274193.7861907906,2854.3882262773163,3757238.110255226,3299319.685158691,15055.2,928.1600000000001,20.0,3.0,0.47932895475249665,0.8781236611417664
595,泉州市,600743.2486865956,4766365.875612539,240740.6226859435,3744964.2300034184,780661.0229231768,214077.7674157026,1328352.6096690025,0.0,1192168.4629044745,483341.41998970124,5031.638672988646,6623158.12724708,7500964.715601719,1330.8,697.79,8.0,5.0,0.751974140937258,1.132535955127422
572,湖州市,3649836.9394604117,45746347.15998736,2956635.419125538,35734282.744934894,7055428.995926932,1544422.0272538508,12931247.382344108,0.0,11605521.9096442,4705232.200038902,48981.99766039435,64475121.72024557,71827538.47922952,10451.460000000001,3832.7000000000003,33.0,17.0,0.7334731277039471,1.1140349418941113
311,石家庄市,664634.977790443,3782675.257529017,364907.3867164038,2687817.4304949967,729950.4403176164,305038.6970799977,1311504.784237957,0.0,1233097.7945159785,499935.4181333334,5204.384064436337,6850543.302866546,6632316.53336295,12701.3,1840.5799999999997,24.0,5.0,0.5966992359421404,0.9681446040327515
29,西安市/咸阳市,797264.2042934893,8668545.849544875,600200.2816191615,7007023.823521391,1061321.7444043232,441799.99992960924,1001950.0927317576,0.0,989151.9936730679,401032.35749316565,4174.79205304899,5495288.8537392635,11101447.935879309,72436.59000000001,4859.165,42.0,5.0,1.657846583128266,2.020175505119324
371,郑州市,755978.0065565121,5189399.9408427235,392458.3845048306,3844249.1751994304,952692.3811384628,183356.23260139048,1545848.0551951667,0.0,1526102.644037878,618728.5119271016,6441.0335633131945,8478348.022432651,8444706.872677159,9068.05,176.28,28.0,2.0,0.6337031883131562,0.9960321103042147
24,沈阳市/铁岭市/抚顺市,879235.9687761168,5342446.95115123,415544.07057592255,4184116.3117103623,742786.5688649457,252087.5932283983,1097688.873414902,0.0,1204075.4274505428,488168.8662194427,5081.8929324763985,6689307.930280799,7896298.845245073,21926.139999999996,1334.6166666999998,38.0,3.0,0.8363398131299339,1.1804358429218862
711,鄂州市,2213435.1977905203,16055147.277255245,2366030.728360965,10958422.462716449,2730694.0861778306,412460.90567582846,3192377.110046648,0.0,4202133.693571501,1703673.0375245342,17735.428389148045,23345187.18650835,23862118.98654922,56707.25,1724.1699999999998,79.0,4.0,0.7053962793859299,1.0221429708792233
771,南宁市/崇左市,230006.4879016935,989464.3797742181,90537.1073368185,650055.6431685098,248871.6292688898,74078.26625130614,460613.374562368,0.0,378941.5602848987,153634.45481101607,1599.351995008222,2105230.8904716596,1903097.5808727907,6430.0,25.0,10.0,1.0,0.5051904999300321,0.9039852063193018
