RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,572516.1594060007,3872525.366244698,267944.71110050293,2991599.902713252,612980.7524309427,429295.2283761221,1526611.1332529003,0.0,1278146.4318851498,518199.50834552455,4892.984401451604,7100813.510473056,7106578.15975887,1386.19,1021.1399999999999,6.0,4.0,0.6058208102882895,1.0008118294160677
22,天津市,2067598.3986608938,17918461.315666657,703423.9618428772,14735502.51907065,2479534.8347531287,385003.3438287768,3348884.3062117645,0.0,3471413.788675086,1407416.9231940922,13289.223437348272,19285632.15930604,25123762.754382282,1683.7699999999998,232.43,9.0,3.0,0.9490725794364654,1.3027191718089017
760,中山市,1984258.5588186693,34224858.08229868,1976810.7273618013,26583909.225364167,5664138.129572709,949979.9676550449,9446355.812403077,0.0,8225263.619178638,3334772.493308263,31487.852708010254,45695908.99543688,52846457.48153544,14084.730000000001,2817.7650000000003,34.0,12.0,0.7697590183284511,1.1564811521051612
851,贵阳市,501574.6909766524,1789325.691599186,240133.19910237624,1149393.2510879375,399799.2414088724,249335.50615905857,797631.1433842565,0.0,723463.1176267278,293313.9916584909,2769.5525811953353,4019239.542370711,3559755.4587692292,22618.0,928.1600000000001,26.0,3.0,0.5072256023227119,0.8856788507483534
595,泉州市,600743.2486865956,4766365.875612539,240740.6226859435,3744964.2300034184,780661.0229231768,214077.7674157026,1204854.9747564648,0.0,1192168.4629044745,483341.41998970124,4563.844601350246,6623158.12724708,7377467.080689182,1330.8,697.79,8.0,5.0,0.751974140937258,1.1138896186607627
572,湖州市,3652292.927096102,45797577.93573048,2959501.101202902,35774447.066769175,7063629.767758396,1544422.0272538508,11736915.068023268,0.0,11613331.304635974,4708398.366719229,44458.011621300255,64518507.24797766,70692246.33564357,10803.19,3832.7000000000003,34.0,17.0,0.7337739507987187,1.0956894285222234
311,石家庄市,690512.4181564843,3782675.257529017,364907.3867164038,2687817.4304949967,729950.4403176164,562020.6632736399,1235889.325440343,0.0,1281108.2298818184,519400.3114987505,4904.322720001361,7117267.943787879,6861693.476124818,12701.3,5630.62,24.0,7.0,0.6104443383496346,0.9640909307220712
371,郑州市,1232305.6105198741,14169462.051904298,1282522.6146367115,10856398.409359513,2030541.027908073,523489.2636380177,2285585.492066937,0.0,2487671.379546289,1008577.7761041031,9523.272883612239,13820396.55303494,19466208.187155545,97513.7,3243.6499999999996,70.0,5.0,1.0631352913180891,1.4085129983394573
24,沈阳市/铁岭市/抚顺市,879235.9687761168,5342446.95115123,415544.07057592255,4184116.3117103623,742786.5688649457,252087.5932283983,995636.1663627231,0.0,1204075.4274505428,488168.8662194427,4609.426696123718,6689307.930280799,7794246.138192894,21926.139999999996,1334.6166666999998,38.0,3.0,0.8363398131299339,1.165179749449165
711,鄂州市,2173396.681578723,15768240.907697953,2319285.7788434336,10773730.848245243,2675224.280609276,412460.90567582846,2843202.4054886517,0.0,4126121.8915625047,1672855.5369260898,15795.5689193814,22922899.397569478,23150026.110424936,54133.35999999999,1724.1699999999998,75.0,4.0,0.705875008773516,1.0099082890395419
