RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,572516.1594060007,3872525.366244698,267944.71110050293,2991599.902713252,612980.7524309427,429295.2283761221,1602941.6899155455,0.0,1278146.4318851498,518199.50834552455,5137.6336215241845,7100813.510473056,7182908.716421515,1386.19,1021.1399999999999,6.0,4.0,0.6058208102882895,1.0115613803724568
22,天津市,2067598.3986608938,17918461.315666657,703423.9618428772,14735502.51907065,2479534.8347531287,385003.3438287768,3516328.5215223534,0.0,3471413.788675086,1407416.9231940922,13953.684609215687,19285632.15930604,25291206.96969287,1683.7699999999998,232.43,9.0,3.0,0.9490725794364654,1.3114015014275235
760,中山市,1984258.5588186693,34224858.08229868,1976810.7273618013,26583909.225364167,5664138.129572709,949979.9676550449,9918673.603023231,0.0,8225263.619178638,3334772.493308263,33062.24534341077,45695908.99543688,53318775.2721556,14084.730000000001,2817.7650000000003,34.0,12.0,0.7697590183284511,1.166817258793997
851,贵阳市,495704.454153902,1763334.088561351,237036.65931392423,1133342.1481642523,392955.28108317446,249335.50615905857,827710.7747730098,0.0,714995.984197956,289881.15777465026,2873.9957457396176,3972199.912210868,3555376.3536913753,19118.43,928.1600000000001,24.0,3.0,0.5066888976391389,0.8950648084860626
595,泉州市,600743.2486865956,4766365.875612539,240740.6226859435,3744964.2300034184,780661.0229231768,214077.7674157026,1265097.7234942883,0.0,1192168.4629044745,483341.41998970124,4792.036831417759,6623158.12724708,7437709.829427005,1330.8,697.79,8.0,5.0,0.751974140937258,1.122985392546938
572,湖州市,3652292.927096102,45797577.93573048,2959501.101202902,35774447.066769175,7063629.767758396,1544422.0272538508,12323760.821424432,0.0,11613331.304635974,4708398.366719229,46680.912202365274,64518507.24797766,71279092.08904473,10803.19,3832.7000000000003,34.0,17.0,0.7337739507987187,1.1047852024083986
311,石家庄市,664634.977790443,3782675.257529017,364907.3867164038,2687817.4304949967,729950.4403176164,305038.6970799977,1249052.1754647212,0.0,1233097.7945159785,499935.4181333334,4956.556251844132,6850543.302866546,6569863.924589714,12701.3,1840.5799999999997,24.0,5.0,0.5966992359421404,0.9590281579331986
29,西安市/咸阳市,797264.2042934893,8668545.849544875,600200.2816191615,7007023.823521391,1061321.7444043232,441799.99992960924,954238.1835540549,0.0,989151.9936730679,401032.35749316565,3975.9924314752293,5495288.8537392635,11053736.026701607,72436.59000000001,4859.165,42.0,5.0,1.657846583128266,2.0114931755007026
371,郑州市,752550.1292110783,5142342.890177147,383244.58410956134,3806027.9539709943,953070.3520965914,183356.23260139048,1465560.5921366606,0.0,1519182.7434125505,615922.9733656431,6106.502467236087,8439904.130069721,8310442.458327749,8860.009999999998,176.28,28.0,2.0,0.6310141727563133,0.98466076512875
24,沈阳市/铁岭市/抚顺市,879235.9687761168,5342446.95115123,415544.07057592255,4184116.3117103623,742786.5688649457,252087.5932283983,1045417.9746808592,0.0,1204075.4274505428,488168.8662194427,4839.898030929904,6689307.930280799,7844027.94651103,21926.139999999996,1334.6166666999998,38.0,3.0,0.8363398131299339,1.1726217462651265
711,鄂州市,2192261.487307018,15877132.605976423,2345786.8505982375,10833128.583036052,2698217.172342134,412460.90567582846,3011275.0913588614,0.0,4161936.102817787,1687375.7094206428,16729.306063104785,23121867.2378766,23462804.705828898,55897.15,1724.1699999999998,77.0,4.0,0.7045102951273674,1.0147452394066945
