RDC,City_name,CDC_Shipping_Cost,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
531,济南市,526678.276426667,3433839.2909814226,226149.10838836682,2659431.4392441213,548258.7433489347,429295.2283761221,1625750.8093478496,0.0,1175813.0293904664,476710.4288964224,5210.739773550799,6532294.607724816,6664698.358095861,750.75,1021.1399999999999,4.0,4.0,0.5913901241975775,1.020269102715372
22,天津市,2105136.7129949336,18208067.55293104,743388.6766767757,14944320.203465229,2520358.6727890335,385003.3438287768,3947136.628717812,0.0,3534439.094782501,1432969.3026581719,15663.240590150046,19635772.748791676,26074646.620260127,2423.3099999999995,232.43,10.0,3.0,0.9468978447972706,1.327915481292412
760,中山市,1894521.4361654487,33227484.126180965,1787636.5950162366,25996576.938955095,5443270.592209633,790431.8664206292,10440792.351634681,0.0,7853280.095676164,3183959.0386187923,34802.641172115604,43629333.864867575,52311988.43991243,8795.2,2167.52,27.0,11.0,0.7797028507921925,1.1990095609054563
851,贵阳市,463128.7766365947,1518689.369841583,195656.3300564946,986460.4314308175,336572.6083542708,249335.50615905857,852581.9861760146,0.0,668009.3605914409,270831.3488917975,2960.3541186667176,3711163.114396895,3288616.2227680977,14071.98,928.1600000000001,19.0,3.0,0.4764072129144249,0.8861416546231583
551,合肥市,237778.00850637894,1731690.5825856507,68568.98243357954,1398411.1369761785,264710.46317589254,185598.13834616006,640858.9349707516,0.0,547768.9367384049,222082.21736075566,2427.4959657983018,3043160.7596578053,3105916.592640967,414.91,476.78,3.0,3.0,0.6300320201116829,1.020621925011355
595,泉州市,590985.1685997033,4719761.406249108,234058.8916244974,3732532.074061887,753170.4405627239,214077.7674157026,1372114.505383935,0.0,1172803.6587830419,475490.3383572679,5197.403429484602,6515575.8821280105,7478757.337831787,1113.28,697.79,7.0,5.0,0.7572376199620594,1.1478275248617316
572,湖州市,3596357.4946012218,45746347.15998736,2956635.419125538,35734282.744934894,7055428.995926932,1303859.4792667842,13378860.116188243,0.0,11435471.3349682,4636288.515659166,50677.50044010698,63530396.30537891,71864538.09041058,10451.460000000001,2852.16,33.0,14.0,0.7405936272314826,1.1311835321311547
311,石家庄市,664634.977790443,3782675.257529017,364907.3867164038,2687817.4304949967,729950.4403176164,305038.6970799977,1377080.0234498552,0.0,1233097.7945159785,499935.4181333334,5464.603267658155,6850543.302866546,6697891.7725748485,12701.3,1840.5799999999997,24.0,5.0,0.5966992359421404,0.9777168724372821
29,西安市/咸阳市,797264.2042934893,8668545.849544875,600200.2816191615,7007023.823521391,1061321.7444043232,441799.99992960924,1052047.5973683456,0.0,989151.9936730679,401032.35749316565,4383.53165570144,5495288.8537392635,11151545.440515896,72436.59000000001,4859.165,42.0,5.0,1.657846583128266,2.029291951218877
371,郑州市,682186.6403797207,4442120.446750675,336471.6173609663,3258375.381068832,847273.4483208776,183356.23260139048,1464704.960029678,0.0,1377139.0524348326,558334.1330011836,6102.937333456991,7650772.513526845,7467320.691816576,8079.919999999998,176.28,25.0,2.0,0.604576422991803,0.9760217910824143
24,沈阳市/铁岭市/抚顺市,879235.9687761168,5342446.95115123,415544.07057592255,4184116.3117103623,742786.5688649457,252087.5932283983,1152573.3170856475,0.0,1204075.4274505428,488168.8662194427,5335.98757910022,6689307.930280799,7951183.288915819,21926.139999999996,1334.6166666999998,38.0,3.0,0.8363398131299339,1.1886406444114839
711,鄂州市,2124225.6519029704,15185839.340082545,2316091.9852930815,10242475.6357864,2627271.7190030655,412460.90567582846,3216898.2503766464,0.0,4032772.3140576645,1635008.7738631715,17871.656946536925,22404290.633653693,22847970.81019268,60338.38,1724.1699999999998,82.0,4.0,0.6962193314136008,1.019803357481559
771,南宁市/崇左市,230006.4879016935,989464.3797742181,90537.1073368185,650055.6431685098,248871.6292688898,74078.26625130614,483644.04329048644,0.0,378941.5602848987,153634.45481101607,1679.3195947586335,2105230.8904716596,1926128.2496009092,6430.0,25.0,10.0,1.0,0.5051904999300321,0.9149249416387654
