,trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,total_cost,total_shipping_distance
0,12667354.038250782,375892136.30726683,28995603.18020308,0.0,31404264.676302753,448959358.20202345,238378.01999999996
