,trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,total_cost,total_shipping_distance
0,12667354.038250782,528148625.5692852,28995603.18020308,0.0,31404264.67630275,601215847.4640418,238378.02
