,trans_cost,dist_cost,storage_cost,in_bound_cost,out_bound_cost,total_cost,total_shipping_distance
0,12667354.038250782,112553026.61264494,28995603.18020308,0.0,31404264.676302746,185620248.50740153,238378.02
