RDC,Trans_cost,Trunk_cost,Transit_cost,Dist_cost,Rdc_cus_cost,Reverse_shipping_cost,Storage_cost,Handling_cost,Total_Cost,Total_Area,RDC_Shipping_Distance,RDC_Reverse_Distance
6,9946690.415774168,33658487.51208025,44929095.723331176,18575302.754971974,97162885.99038342,0.0,18906533.716697775,24527363.999043193,150543474.12189853,71429.7209713413,244354.355,88955.40500000001
