RDC,RDC_NAME,RDC_LAT,RDC_LGT,CUSTOMER,WEIGHT,CUSTOMER_LGT,CUSTOMER_LAT,CUSTOMER_NAME,TYPE
711,EZhou,30.396536,114.890593,371,2836042.0624286253,113.665412,34.757975,ZhengZhou,Normal
711,EZhou,30.396536,114.890593,372,147392.05965294072,114.352482,36.103442,AnYang,Normal
711,EZhou,30.396536,114.890593,373,241428.6729824541,113.883991,35.302616,XinXiang,Normal
711,EZhou,30.396536,114.890593,375,105416.59034194864,113.307718,33.735241,PingDingShan,Normal
711,EZhou,30.396536,114.890593,376,125930.46955108785,114.075031,32.123274,XinYang,Normal
711,EZhou,30.396536,114.890593,377,217425.86381542473,112.540918,32.999082,NanYang,Normal
711,EZhou,30.396536,114.890593,378,121087.66688932103,114.341447,34.797049,KaiFeng,Normal
711,EZhou,30.396536,114.890593,379,285087.6830007168,112.434468,34.663041,LuoYang,Normal
711,EZhou,30.396536,114.890593,391,156866.46083466965,113.238266,35.23904,JiaoZuo,Normal
711,EZhou,30.396536,114.890593,394,179934.42089967217,114.649653,33.620357,ZhouKou,Normal
711,EZhou,30.396536,114.890593,395,254809.50748550548,114.026405,33.575855,LeiHe,Normal
711,EZhou,30.396536,114.890593,396,128253.03817458828,114.024736,32.980169,ZhuMaDian,Normal
711,EZhou,30.396536,114.890593,412,130483.97398574492,122.995632,41.110626,AnShan,Normal
711,EZhou,30.396536,114.890593,427,59211.005500557636,122.06957,41.124484,PanJin,Normal
711,EZhou,30.396536,114.890593,429,76106.92491562953,120.856394,40.755572,HuLuDao,Normal
711,EZhou,30.396536,114.890593,431,818348.5922609464,125.3245,43.886841,ChangChun,Normal
711,EZhou,30.396536,114.890593,435,38143.371316351055,125.936501,41.721177,TongHua,Normal
711,EZhou,30.396536,114.890593,451,888548.1653436784,126.642464,45.756967,HaErBin,Normal
711,EZhou,30.396536,114.890593,453,56529.71495498024,129.618602,44.582962,MuDanJiang,Normal
711,EZhou,30.396536,114.890593,455,51261.626867643434,126.99293,46.637393,SuiHua,Normal
711,EZhou,30.396536,114.890593,456,20345.63263590483,127.499023,50.249585,HeiHe,Normal
711,EZhou,30.396536,114.890593,457,4686.2861228712,124.711526,52.335262,DaXingAnLing,Normal
711,EZhou,30.396536,114.890593,469,13588.220806899342,131.157304,46.643442,ShuangYaShan,Normal
711,EZhou,30.396536,114.890593,470,55139.505959456226,119.758168,49.215333,HuLunBeiEr,Normal
711,EZhou,30.396536,114.890593,473,20568.711053646213,106.825563,39.673734,WuHai,Normal
711,EZhou,30.396536,114.890593,479,36755.34232665483,116.090996,43.944018,XiLinGuoLeMeng,Normal
711,EZhou,30.396536,114.890593,482,19879.31352195413,122.070317,46.076268,XingAnMeng,Normal
711,EZhou,30.396536,114.890593,483,6355.078471997059,105.706422,38.844814,ALaShanMeng,Normal
711,EZhou,30.396536,114.890593,512,5723018.313268513,120.619585,31.299379,SuZhou,Normal
711,EZhou,30.396536,114.890593,530,247245.58705466017,115.469381,35.246531,HeZe,Normal
711,EZhou,30.396536,114.890593,532,2419867.674669549,120.355173,36.082982,QingDao,Normal
711,EZhou,30.396536,114.890593,536,1039645.0851527761,119.107078,36.70925,WeiFang,Normal
711,EZhou,30.396536,114.890593,537,315570.8038648518,116.587245,35.415393,JiNing,Normal
711,EZhou,30.396536,114.890593,539,592263.1222288294,118.326443,35.065282,LinYi,Normal
711,EZhou,30.396536,114.890593,550,195793.68575288338,118.316264,32.303627,ChuZhou,Normal
