,RDC,City_name,Shipping_Cost,Trunk_Cost,Transit_Cost,Dist_Cost,Reverse_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Shipping_Distance,Reverse_Shipping_Distance,Normal_Customer,Reverse_Customer,Ship_Avg_Price,Avg_Cost
0,711,鄂州市,188588107.66544026,25720143.339597844,146618342.1296851,16249622.196157306,11047369.227993436,15814146.00074494,0.0,35602763.65334721,14434445.193963688,87856.36667080523,197793131.40748447,251052386.54752582,432427.37,65744.24,324.0,63.0,1.0093145068933345,1.2692674652605558
