,RDC,City_name,Shipping_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Customer,Ship_Avg_Price,Avg_Cost
0,531,JiNan,4505115.868867496,1930556.4531504873,0.0,1871124.0877229874,758610.7179295766,6187.680939584896,10395133.820683265,8306796.409740971,19.0,0.4333870007429474,0.7991043264121223
1,760,ZhongShan,21539700.57127042,7590850.466282681,0.0,7651452.023487629,3102131.788493651,25302.834887608926,42508066.79715348,36782003.06104073,38.0,0.5067203049730977,0.8652946565780735
2,28,ChengDu/ZiYang/MeiShan,10719475.128723739,1602603.8299359933,0.0,1835679.793342788,744240.5210074726,6070.469052787853,10198221.074126609,14157758.75200252,78.0,1.0511122528927694,1.3882576823051478
3,572,HuZhou,26865380.29689891,9485941.691783728,0.0,10865537.170924367,4405219.839778861,35931.59731736255,60364095.39402427,47216859.159607,50.0,0.44505562655310565,0.7822010559654842
4,311,ShiJiaZhuang,14062425.603717295,3543540.9395391503,0.0,4252179.5235719625,1723963.141892877,14061.670394996616,23623219.575399797,21858146.066828407,51.0,0.5952798075991851,0.9252822629473647
5,24,ShenYang/TieLin/FuShun,4389028.378160774,716112.2705707798,0.0,1002540.7682214231,406460.5746482802,3315.3345859758356,5569670.934563465,6107681.416952977,38.0,0.7880229244647059,1.0965964576202882
6,711,EZhou,16425301.384408236,1783305.7259431428,0.0,2995904.5796587723,1214631.001190934,9907.254033017452,16643914.331437627,21204511.690010153,50.0,0.9868652924620942,1.2740099034250798
