,CDC_Name,CDC_LAT,CDC_LGT,RDC_Name,RDC_LAT,RDC_LGT,SKU1,SKU10,SKU11,SKU12,SKU13,SKU14,SKU15,SKU16,SKU2,SKU3,SKU4,SKU5,SKU6,SKU7,SKU8,SKU9
0,20,23.125178,113.280637,760,22.521113,113.382391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117841.7048709686,0.0,0.0,0.0,0.0,0.0,19776544.07882063,0.0
0,20,23.125178,113.280637,28,30.659462,104.065735,0.0,0.0,0.0,0.0,83619.7734606272,0.0,0.0,0.0,0.0,196989.85740411677,0.0,0.0,0.0,429.783677730962,0.0,0.0
0,20,23.125178,113.280637,572,30.867198,120.102398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345338.3208671582,0.0,0.0,0.0,0.0,0.0,0.0
0,20,23.125178,113.280637,29,34.263161,108.948024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125643.29562802041,0.0,0.0,0.0,0.0,0.0,0.0
0,20,23.125178,113.280637,711,30.396536,114.890593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310058.14976221474,0.0,0.0,0.0,0.0,0.0,0.0
0,21,31.231706,121.472644,572,30.867198,120.102398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167342.54107980157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21,31.231706,121.472644,711,30.396536,114.890593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38567.19002121846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22,39.125596,117.190182,531,36.675807,117.000923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54459.23347877976
0,22,39.125596,117.190182,24,41.796767,123.429096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29179.038486435576
0,24,41.796767,123.429096,24,41.796767,123.429096,0.0,0.0,0.0,139907.12220954243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.82478391057754,0.0,0.0
0,27,30.584355,114.298572,531,36.675807,117.000923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1791197.8515150263,0.0,0.0,0.0
0,27,30.584355,114.298572,28,30.659462,104.065735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523016.206742441,0.0,0.0,0.0
0,27,30.584355,114.298572,572,30.867198,120.102398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401408.951877972,0.0,0.0,0.0
0,27,30.584355,114.298572,311,38.045474,114.502461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3804127.3610610347,0.0,0.0,0.0
0,27,30.584355,114.298572,29,34.263161,108.948024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971404.2034024431,0.0,0.0,0.0
0,27,30.584355,114.298572,24,41.796767,123.429096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959716.6119964414,0.0,0.0,0.0
0,27,30.584355,114.298572,711,30.396536,114.890593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2397197.4666273324,0.0,0.0,0.0
