,RDC,City_name,Shipping_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Customer,Ship_Avg_Price,Avg_Cost
0,769,DongGuan,20971474.499057967,9007849.341345938,0.0,8407188.434757417,3067677.321080101,25021.803725960923,42035942.17378708,38386512.275161326,37.0,0.4988938849605572,0.9131831068865283
1,531,JiNan,6893546.635673324,2273310.807994327,0.0,2203326.7169046733,893295.785945718,7286.252589725409,12240703.982803741,11370184.160572324,33.0,0.5631658641004365,0.9288831897696113
2,22,TianJin,11256726.032088425,3227601.830380841,0.0,3873058.798404542,1570256.0481793708,12807.943771352546,21516993.32446968,18357386.660873808,29.0,0.5231551575231929,0.8531576128713724
3,28,ChengDu/ZiYang/MeiShan,11101230.28963977,1633388.2948877339,0.0,1870941.421453983,758536.6594583176,6187.076874574748,10394119.008077692,14605560.005981486,85.0,1.0680299389503383,1.4051753683627166
4,572,HuZhou,26865380.29689891,9485941.691783728,0.0,10865537.170924367,4405219.839778861,35931.59731736255,60364095.39402427,47216859.159607,50.0,0.44505562655310565,0.7822010559654842
5,24,ShenYang/TieLin/FuShun,4389028.378160774,716112.2705707798,0.0,1002540.7682214231,406460.5746482802,3315.3345859758356,5569670.934563465,6107681.416952977,38.0,0.7880229244647059,1.0965964576202882
6,711,EZhou,17071467.19998046,1840829.8223487833,0.0,3092543.479739266,1253811.3558510041,10226.83234638212,17180797.10966259,22004840.502068512,52.0,0.9936365053970261,1.2807811163600116
