,RDC,City_name,Shipping_Cost,Storage_Cost,Inbound_Handling_Cost,Outbound_Handling_Cost,Inventory,Area,Weight,Total_Cost,Customer,Ship_Avg_Price,Avg_Cost
0,531,JiNan,4876035.199713321,1893135.4322424158,0.0,1926597.8303563544,781101.463466689,6067.741770007742,10703321.279757528,8695768.462312091,21.0,0.45556281758401845,0.8124364610784705
1,760,ZhongShan,25948133.18480748,7852326.080433,0.0,8310765.884704383,3369437.7169888695,26174.420268110065,46170921.58169102,42111225.14994486,51.0,0.5620016299414122,0.9120724409937698
2,28,ChengDu/ZiYang/MeiShan,11151615.407006418,1576661.266406824,0.0,1896262.46506293,768802.5820643837,5972.201766692509,10534791.472571842,14624539.138476172,83.0,1.0585511289939176,1.3882134427199921
3,572,HuZhou,40447113.090423256,10723127.05517329,0.0,12896786.250838984,5228750.108518559,40617.90551202018,71648812.50466102,64067026.39643553,74.0,0.5645189595820869,0.8941812733081617
4,311,ShiJiaZhuang,15328061.29650992,3525029.7222447665,0.0,4441464.747745853,1800705.1392548787,13988.213183510954,24674804.154143628,23294555.76650054,57.0,0.6212029566984785,0.944062437982459
5,24,ShenYang/TieLin/FuShun,4389028.378160774,682011.6862578853,0.0,1002540.7682214231,406460.5746482802,3157.46151045317,5569670.934563465,6073580.832640082,38.0,0.7880229244647059,1.0904739084224033
