,column,importance
round0,dayofyear,226
round0,daily_delim_1,179
round0,pai_num_groupby_weekday_median,168
round0,day,156
round0,festival,129
round0,pai_num_groupby_month_max,111
round0,pai_num_groupby_weekday_min,106
round0,pai_num_groupby_weekday_sum,101
round0,pai_num_shift_5,100
round0,daily_delim_5,96
round0,pai_num_groupby_month_median,84
round0,shou_num_shift_3,82
round0,zone_id,81
round0,pai_num_groupby_month_min,73
round0,is_sale,73
round0,pai_num_groupby_month_sum,72
round0,pai_num_shift_6,72
round0,pai_num_shift_3,71
round0,pai_num_shift_7,70
round0,pai_num_groupby_weekday_std,68
round0,pai_num_shift_4,68
round0,shou_num_shift_7,62
round0,shou_num_shift_4,60
round0,shou_num_shift_5,60
round0,weekday,58
round0,pai_num_groupby_month_std,56
round0,weekofyear,56
round0,pai_num_groupby_weekday_max,45
round0,shou_num_groupby_weekday_median,40
round0,shou_num_shift_6,39
round0,shou_num_groupby_month_min,33
round0,shou_num_groupby_month_std,30
round0,shou_num_groupby_weekday_min,25
round0,shou_num_groupby_weekday_std,23
round0,shou_num_groupby_month_max,22
round0,month,20
round0,aoi_num,17
round0,shou_num_groupby_month_median,14
round0,aoi_area,14
round0,shou_num_groupby_weekday_max,13
round0,daily_delim_3,12
round0,shou_num_groupby_weekday_sum,11
round0,shou_num_groupby_month_sum,7
round0,is_month_end,5
round0,aoi_type,5
round0,is_quarter_end,1
round0,is_weekend,1
round0,quarter,0
round0,daily_delim_6,0
round0,is_month_start,0
round0,daily_delim_4,0
round0,is_quarter_start,0
round0,daily_delim_2,0
round1,dayofyear,203
round1,pai_num_groupby_weekday_median,178
round1,daily_delim_1,165
round1,day,153
round1,festival,129
round1,pai_num_groupby_weekday_min,125
round1,pai_num_groupby_month_max,119
round1,pai_num_shift_5,102
round1,daily_delim_5,89
round1,pai_num_groupby_month_median,85
round1,shou_num_shift_3,83
round1,pai_num_shift_7,82
round1,zone_id,80
round1,pai_num_groupby_weekday_sum,80
round1,pai_num_groupby_month_min,76
round1,is_sale,73
round1,weekday,72
round1,pai_num_shift_3,71
round1,pai_num_groupby_weekday_std,62
round1,pai_num_groupby_month_sum,61
round1,pai_num_groupby_month_std,59
round1,pai_num_shift_4,59
round1,shou_num_shift_4,57
round1,pai_num_shift_6,57
round1,weekofyear,57
round1,shou_num_shift_7,55
round1,shou_num_shift_5,55
round1,pai_num_groupby_weekday_max,42
round1,shou_num_groupby_month_std,40
round1,shou_num_groupby_weekday_std,32
round1,shou_num_shift_6,30
round1,shou_num_groupby_weekday_median,24
round1,shou_num_groupby_month_min,23
round1,shou_num_groupby_weekday_min,22
round1,shou_num_groupby_month_max,21
round1,aoi_num,19
round1,shou_num_groupby_weekday_sum,17
round1,shou_num_groupby_month_median,17
round1,month,16
round1,shou_num_groupby_month_sum,16
round1,aoi_area,14
round1,shou_num_groupby_weekday_max,14
round1,daily_delim_3,13
round1,is_month_end,9
round1,aoi_type,5
round1,is_weekend,1
round1,quarter,0
round1,is_month_start,0
round1,is_quarter_start,0
round1,is_quarter_end,0
round1,daily_delim_6,0
round1,daily_delim_4,0
round1,daily_delim_2,0
round2,dayofyear,255
round2,day,151
round2,pai_num_groupby_weekday_sum,141
round2,daily_delim_1,139
round2,festival,132
round2,pai_num_groupby_weekday_median,131
round2,pai_num_groupby_month_max,124
round2,pai_num_groupby_weekday_min,102
round2,pai_num_groupby_month_median,101
round2,pai_num_shift_5,97
round2,daily_delim_5,91
round2,zone_id,87
round2,shou_num_shift_3,82
round2,pai_num_groupby_month_min,79
round2,is_sale,76
round2,pai_num_shift_3,75
round2,shou_num_shift_7,69
round2,pai_num_shift_7,69
round2,shou_num_shift_5,57
round2,weekday,55
round2,pai_num_shift_6,54
round2,pai_num_groupby_month_std,54
round2,pai_num_shift_4,53
round2,pai_num_groupby_month_sum,53
round2,pai_num_groupby_weekday_std,53
round2,shou_num_shift_4,51
round2,weekofyear,47
round2,pai_num_groupby_weekday_max,42
round2,shou_num_shift_6,42
round2,shou_num_groupby_month_std,34
round2,shou_num_groupby_weekday_median,30
round2,shou_num_groupby_weekday_std,27
round2,shou_num_groupby_weekday_min,26
round2,shou_num_groupby_month_max,24
round2,shou_num_groupby_weekday_max,18
round2,shou_num_groupby_month_min,18
round2,month,17
round2,aoi_num,15
round2,shou_num_groupby_month_median,14
round2,aoi_area,11
round2,daily_delim_3,11
round2,shou_num_groupby_weekday_sum,10
round2,is_month_end,8
round2,shou_num_groupby_month_sum,8
round2,aoi_type,6
round2,is_weekend,1
round2,daily_delim_6,0
round2,daily_delim_4,0
round2,is_quarter_end,0
round2,is_quarter_start,0
round2,is_month_start,0
round2,quarter,0
round2,daily_delim_2,0
round3,dayofyear,262
round3,pai_num_groupby_weekday_median,193
round3,day,155
round3,daily_delim_1,141
round3,pai_num_groupby_weekday_min,126
round3,festival,125
round3,pai_num_groupby_month_max,125
round3,pai_num_shift_5,107
round3,daily_delim_5,97
round3,pai_num_groupby_month_median,90
round3,zone_id,88
round3,pai_num_shift_7,85
round3,shou_num_shift_3,84
round3,pai_num_groupby_month_min,80
round3,pai_num_shift_3,78
round3,is_sale,72
round3,pai_num_groupby_month_sum,67
round3,weekofyear,66
round3,pai_num_shift_4,64
round3,pai_num_groupby_weekday_sum,64
round3,weekday,61
round3,pai_num_groupby_month_std,60
round3,pai_num_groupby_weekday_std,58
round3,shou_num_shift_7,55
round3,pai_num_shift_6,55
round3,shou_num_shift_5,51
round3,shou_num_shift_6,48
round3,shou_num_groupby_month_std,47
round3,shou_num_shift_4,46
round3,pai_num_groupby_weekday_max,30
round3,shou_num_groupby_weekday_min,26
round3,shou_num_groupby_weekday_median,25
round3,shou_num_groupby_weekday_std,24
round3,shou_num_groupby_month_max,22
round3,month,19
round3,shou_num_groupby_month_min,17
round3,aoi_area,14
round3,shou_num_groupby_month_median,14
round3,shou_num_groupby_weekday_sum,14
round3,daily_delim_3,13
round3,aoi_num,12
round3,shou_num_groupby_month_sum,10
round3,shou_num_groupby_weekday_max,7
round3,is_month_end,6
round3,aoi_type,4
round3,is_weekend,1
round3,is_quarter_start,0
round3,quarter,0
round3,is_quarter_end,0
round3,is_month_start,0
round3,daily_delim_6,0
round3,daily_delim_4,0
round3,daily_delim_2,0
round4,dayofyear,255
round4,pai_num_groupby_weekday_median,159
round4,daily_delim_1,157
round4,day,142
round4,pai_num_groupby_month_max,136
round4,festival,132
round4,pai_num_groupby_weekday_min,115
round4,pai_num_shift_5,105
round4,pai_num_groupby_weekday_sum,101
round4,daily_delim_5,89
round4,pai_num_groupby_month_median,87
round4,zone_id,86
round4,pai_num_groupby_month_sum,78
round4,pai_num_shift_7,78
round4,shou_num_shift_3,77
round4,pai_num_groupby_month_min,76
round4,pai_num_shift_3,76
round4,is_sale,73
round4,weekofyear,72
round4,shou_num_shift_7,64
round4,pai_num_shift_4,63
round4,pai_num_groupby_month_std,60
round4,weekday,59
round4,pai_num_shift_6,59
round4,shou_num_shift_5,54
round4,shou_num_shift_6,50
round4,pai_num_groupby_weekday_std,50
round4,shou_num_groupby_month_std,37
round4,pai_num_groupby_weekday_max,34
round4,shou_num_shift_4,34
round4,shou_num_groupby_weekday_median,30
round4,shou_num_groupby_month_min,28
round4,shou_num_groupby_weekday_min,22
round4,month,20
round4,shou_num_groupby_weekday_std,18
round4,shou_num_groupby_month_max,18
round4,aoi_area,12
round4,daily_delim_3,10
round4,shou_num_groupby_weekday_sum,9
round4,shou_num_groupby_weekday_max,9
round4,aoi_num,9
round4,shou_num_groupby_month_median,8
round4,aoi_type,8
round4,shou_num_groupby_month_sum,6
round4,is_month_end,5
round4,is_quarter_end,0
round4,is_weekend,0
round4,is_month_start,0
round4,quarter,0
round4,is_quarter_start,0
round4,daily_delim_6,0
round4,daily_delim_4,0
round4,daily_delim_2,0
