,column,importance
round0,daily_delim_5,260
round0,day,244
round0,shou_num_shift_3,230
round0,shou_num_groupby_month_median,228
round0,shou_num_groupby_weekday_median,210
round0,shou_num_shift_5,205
round0,shou_num_shift_4,196
round0,shou_num_groupby_month_min,195
round0,shou_num_groupby_weekday_std,193
round0,pai_num_groupby_weekday_std,183
round0,shou_num_shift_7,182
round0,dayofyear,174
round0,daily_delim_1,171
round0,weekday,168
round0,pai_num_shift_4,163
round0,shou_num_groupby_month_max,163
round0,pai_num_shift_5,161
round0,shou_num_shift_6,158
round0,zone_id,156
round0,pai_num_shift_3,145
round0,pai_num_shift_7,131
round0,shou_num_groupby_weekday_max,123
round0,pai_num_shift_6,121
round0,festival,107
round0,shou_num_groupby_weekday_min,101
round0,shou_num_groupby_weekday_avg,93
round0,pai_num_groupby_weekday_min,86
round0,shou_num_groupby_month_std,85
round0,shou_num_groupby_month_sum,83
round0,weekofyear,79
round0,pai_num_groupby_weekday_max,77
round0,pai_num_groupby_month_std,76
round0,pai_num_groupby_month_min,63
round0,pai_num_groupby_weekday_avg,60
round0,pai_num_groupby_weekday_median,53
round0,is_sale,41
round0,daily_delim_3,34
round0,aoi_num,32
round0,pai_num_groupby_month_max,29
round0,pai_num_groupby_month_median,27
round0,month,24
round0,pai_num_groupby_month_sum,24
round0,is_weekend,21
round0,aoi_area,19
round0,aoi_type,8
round0,is_month_end,1
round0,is_month_start,1
round0,quarter,0
round0,daily_delim_6,0
round0,daily_delim_4,0
round0,is_quarter_start,0
round0,is_quarter_end,0
round0,daily_delim_2,0
round1,daily_delim_5,239
round1,shou_num_groupby_month_median,218
round1,shou_num_groupby_weekday_median,211
round1,day,208
round1,shou_num_shift_3,207
round1,shou_num_groupby_weekday_std,201
round1,shou_num_shift_4,200
round1,shou_num_shift_7,192
round1,zone_id,180
round1,dayofyear,180
round1,shou_num_shift_5,179
round1,daily_delim_1,168
round1,pai_num_shift_3,165
round1,shou_num_groupby_month_min,165
round1,weekday,161
round1,pai_num_shift_5,160
round1,pai_num_groupby_weekday_std,152
round1,shou_num_shift_6,140
round1,pai_num_shift_4,139
round1,shou_num_groupby_month_max,131
round1,festival,111
round1,shou_num_groupby_weekday_max,107
round1,pai_num_shift_6,106
round1,pai_num_shift_7,105
round1,shou_num_groupby_weekday_min,95
round1,shou_num_groupby_weekday_avg,92
round1,shou_num_groupby_month_std,87
round1,pai_num_groupby_weekday_max,83
round1,pai_num_groupby_weekday_min,79
round1,shou_num_groupby_month_sum,72
round1,pai_num_groupby_weekday_avg,72
round1,pai_num_groupby_month_std,71
round1,weekofyear,66
round1,pai_num_groupby_weekday_median,55
round1,pai_num_groupby_month_min,52
round1,is_sale,45
round1,pai_num_groupby_month_max,44
round1,daily_delim_3,31
round1,aoi_num,29
round1,pai_num_groupby_month_median,29
round1,aoi_area,26
round1,pai_num_groupby_month_sum,25
round1,month,25
round1,is_weekend,25
round1,aoi_type,13
round1,is_month_end,4
round1,is_quarter_end,1
round1,quarter,0
round1,daily_delim_6,0
round1,is_month_start,0
round1,daily_delim_4,0
round1,is_quarter_start,0
round1,daily_delim_2,0
round2,daily_delim_5,256
round2,shou_num_groupby_month_median,230
round2,shou_num_shift_3,222
round2,day,220
round2,shou_num_shift_5,215
round2,shou_num_groupby_weekday_median,199
round2,shou_num_shift_4,187
round2,shou_num_shift_7,185
round2,shou_num_groupby_month_min,178
round2,pai_num_groupby_weekday_std,177
round2,zone_id,176
round2,pai_num_shift_5,171
round2,pai_num_shift_4,169
round2,shou_num_shift_6,167
round2,dayofyear,166
round2,shou_num_groupby_weekday_std,165
