,column,importance
round0,dayofyear,220
round0,pai_num_groupby_weekday_median,175
round0,daily_delim_1,147
round0,day,146
round0,festival,132
round0,pai_num_groupby_month_max,124
round0,pai_num_groupby_weekday_min,114
round0,pai_num_groupby_month_median,98
round0,pai_num_shift_5,92
round0,pai_num_shift_3,91
round0,daily_delim_5,86
round0,pai_num_groupby_weekday_sum,85
round0,zone_id,84
round0,pai_num_groupby_month_min,83
round0,is_sale,82
round0,shou_num_shift_3,74
round0,pai_num_shift_7,73
round0,weekday,71
round0,pai_num_groupby_weekday_std,68
round0,pai_num_shift_6,64
round0,shou_num_shift_7,63
round0,pai_num_shift_4,58
round0,shou_num_shift_5,56
round0,pai_num_groupby_month_sum,56
round0,weekofyear,56
round0,pai_num_groupby_month_std,52
round0,shou_num_shift_4,51
round0,shou_num_shift_6,48
round0,pai_num_groupby_weekday_max,37
round0,shou_num_groupby_month_std,33
round0,shou_num_groupby_weekday_median,27
round0,shou_num_groupby_month_max,22
round0,aoi_num,22
round0,shou_num_groupby_weekday_std,19
round0,shou_num_groupby_month_min,19
round0,shou_num_groupby_weekday_min,18
round0,shou_num_groupby_weekday_sum,16
round0,shou_num_groupby_weekday_max,14
round0,month,14
round0,shou_num_groupby_month_sum,13
round0,daily_delim_3,11
round0,is_month_end,8
round0,aoi_area,7
round0,shou_num_groupby_month_median,7
round0,aoi_type,5
round0,daily_delim_6,0
round0,daily_delim_4,0
round0,is_quarter_end,0
round0,is_quarter_start,0
round0,is_month_start,0
round0,is_weekend,0
round0,quarter,0
round0,daily_delim_2,0
round1,dayofyear,244
round1,pai_num_groupby_weekday_median,167
round1,daily_delim_1,158
round1,day,137
round1,festival,132
round1,pai_num_groupby_weekday_min,118
round1,pai_num_groupby_month_max,116
round1,pai_num_groupby_weekday_sum,101
round1,pai_num_shift_5,100
round1,zone_id,96
round1,daily_delim_5,94
round1,pai_num_groupby_month_median,85
round1,is_sale,76
round1,shou_num_shift_3,76
round1,pai_num_shift_3,74
round1,pai_num_groupby_month_std,73
round1,pai_num_groupby_weekday_std,72
round1,shou_num_shift_7,71
round1,pai_num_shift_7,71
round1,weekday,62
round1,pai_num_groupby_month_sum,61
round1,pai_num_groupby_month_min,61
round1,pai_num_shift_4,59
round1,shou_num_shift_5,57
round1,pai_num_shift_6,56
round1,weekofyear,54
round1,shou_num_groupby_month_std,41
round1,shou_num_shift_4,40
round1,shou_num_shift_6,38
round1,pai_num_groupby_weekday_max,35
round1,shou_num_groupby_weekday_median,34
round1,shou_num_groupby_weekday_min,26
round1,shou_num_groupby_weekday_std,25
round1,shou_num_groupby_month_max,23
round1,aoi_num,18
round1,shou_num_groupby_month_min,18
round1,month,18
round1,shou_num_groupby_weekday_max,15
round1,shou_num_groupby_weekday_sum,14
round1,aoi_area,13
round1,shou_num_groupby_month_median,11
round1,daily_delim_3,9
round1,shou_num_groupby_month_sum,8
round1,is_month_end,7
round1,aoi_type,3
round1,is_quarter_end,1
round1,daily_delim_4,0
round1,quarter,0
round1,is_weekend,0
round1,is_month_start,0
round1,is_quarter_start,0
round1,daily_delim_6,0
round1,daily_delim_2,0
round2,dayofyear,203
round2,pai_num_groupby_weekday_median,191
round2,daily_delim_1,177
round2,day,143
round2,festival,133
round2,pai_num_groupby_month_max,122
round2,pai_num_groupby_weekday_min,116
