RDC,Trans_cost,Trunk_cost,Transit_cost,Dist_cost,Rdc_cus_cost,Reverse_shipping_cost,Storage_cost,Handling_cost,Total_Cost,Total_Area,RDC_Shipping_Distance,RDC_Reverse_Distance
6,11147455.190934675,36479717.42899632,50100175.06679009,20551727.982252236,107131620.47803864,0.0,20915244.115700055,26939445.986421466,166133765.77109483,78454.29741278646,244033.85333200003,74627.51000000001
